StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:11,10/20/17 19:16,0,98.183.143.79,100,304,1,10/20/17 19:16,R_6s61c6cWdW8XHJn,,,,,36.79679871,-76.17669678,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,They could advertise for the job in more than one way but the one way they did advertise was a smart move,3,Sounds like just another business deal being that it doesn't state it is free or discounted.,5,He is doing what his charity promoted and therefore doing what he should be doing.,1,Many people will just use another music service.,2,He should compare and contrast the drugs before making a  final decision.,,,,,,,,,,,1,3,30,3,2,
10/20/17 19:10,10/20/17 19:16,0,174.27.87.163,100,391,1,10/20/17 19:16,R_eLh9n0ocsJXLm9P,,,,,43.63200378,-116.2837982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,i beleive it is something that wil help that country. The posters are in no way inappropriate,5,"It should work. Hoever there is the risk that people will just ignore the message as junk, and it will not work",4,As long as those funds are not reserved for something else she is perfectly within her rights to help in that way. it will be good for the community,5,It is within the rights of the company to do this. It is a savvy business plan that may or may not work,5,This is an example of a doctore doing their job. They prescirbe medicine for a living,,,,,,,,,,,1,3,21,4,1,
10/20/17 19:12,10/20/17 19:16,0,24.253.73.177,100,243,1,10/20/17 19:16,R_1Q9JsSJ1TQaFxfG,,,,,36.30169678,-115.1524963,anonymous,EN,5,It is a good amount of time for work that doesnt make them too tired.,5,There is nothing wrong with that decision.,5,Helo peoole in need.,5,A boss is making sure his emplotess are saving for retirement. Nothing wrong with that.,5,Teachers should be praised like this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,34,2,3,
10/20/17 19:10,10/20/17 19:16,0,75.139.146.188,100,382,1,10/20/17 19:16,R_2diNiXUivdbkuup,,,,,33.97909546,-84.1493988,anonymous,EN,,,,,,,,,,,5,"It is appropriate to show people that the benefits of the job can also include non-monetary benefits. By advertising these benefits, well-qualified people might apply.",5,I think it’s very appropriate to have a sense of humor and whimsy about a medical procedure that will help prevent cancer. There is nothing shameful about talking about your body and what it needs to stay healthy.,5,"It is very appropriate for using the money wisely. If the director believes buying a donkey is a wise decision, then it probably is.",4,"People might be so annoyed by the advertisements that they are willing to pay more for premium. However, it’s not totally appropriate to annoy people into building an expensive service.",5,He is prescribing a drug that other doctors also prescribe. The drug has been approved for treatment of high blood pressure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,43,4,3,
10/20/17 19:09,10/20/17 19:16,0,99.173.177.43,100,425,1,10/20/17 19:16,R_2qaxzknXRBfUhpg,,,,,36.55969238,-87.40969849,anonymous,EN,,,,,,,,,,,5,A nation with very limited funds and a limited amount of doctors and nurses is doing a great job when they decide to train health care workers for their nation. It is the right thing to do.,5,"I think this is not only appropriate thing to do, but it is very kind.",5,I believe that providing families with livestock is an appropriate use of of charity donations.,5,A business man has every right to advertise for his service.,5,"As long as the good doctor doesn't benefit from prescribing the drug, his choice is ok.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,59,6,6,
10/20/17 19:10,10/20/17 19:16,0,24.115.255.144,100,378,1,10/20/17 19:16,R_1ifnxYxMZnH388d,,,,,40.51890564,-75.501297,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It sounds like a safe number to put them at. ,4,This sounds like a good idea and could help people.,3,It seems like it might help a little for the people that can't find work. But going 12 months without a job and no income is a long time. They should maybe help them a little bit before that.,4,I think it would help people to make the right decision. ,1,That is wrong to place a 2 minute ad every 8 songs just to try and get people to buy the premium.,2,3,28,2,6,
10/20/17 19:12,10/20/17 19:17,0,12.187.176.10,100,272,1,10/20/17 19:17,R_2EnpcEZj8VmX9XH,,,,,43.17900085,-77.55500031,anonymous,EN,,,,,,,,,,,,,,,,,,,,,1,Giving cash to poor people is not good. They are gonna blow it most likely. They don't have the money management techniques that some people do get. They are in the position partily because the way they spend money. Bad idea,5,People need to save more money for retirement. A lot of people don't like reading page after page of stuff so having the most popular is a good idea. It will getp eople to save even if its not 100% geninune.,4,This will suck and they will probably lose some subscribers but most people would upgrade. I agree with the CEO's idea. It is a business after all and they can make money from the ad companies but if they get the payment then it is good on both sides,2,This is not a bad incentive. But still sopme of these people will take advantage of this and not want to get a job but just want the money. It's easy to go to one of these job fairs and not even care about getting a job. They need to make sure these people actually fill out applications and go about the process in the right way to find a job.,5,It's appropriate. You wouldn't want to go too high and the science is not out yet that says what exactly is the best. You don't want him doing his own research experiment on your babies. Better to just set it to a specific range a leave it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,26,4,4,
10/20/17 19:09,10/20/17 19:17,0,45.47.96.41,100,435,1,10/20/17 19:17,R_PFCHMzitytUIXkd,,,,,43.15319824,-76.21160126,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"If there are studies that back this information I believe it is appropriate, without a study I am unsure of what the machine should be set.",1,Giving people the opportunity to learn a skill/trade opens a lot of doors both career-wise and creatively. ,3,"This may be helpful to individuals who genuinely need it, but it is also a way for people to take advantage of the resource.",2,I think some people are intimidated by the process as they do not entirely understand. Employers do not always educate their employees properly about their options. ,2,This would prompt users to find an alternative as 2 minutes every 7 or so minutes is excessive and annoying.,2,3,29,3,3,
10/20/17 19:13,10/20/17 19:17,0,72.33.2.46,100,247,1,10/20/17 19:17,R_XYbZNShWhoOX5Qt,,,,,43.07310486,-89.40119934,anonymous,EN,,,,,,,,,,,5,"There is no deception here, and it's for a good cause.",4,"Colonoscopies are good, and encouraging them by making them easier is also good. I'm not a fan of the particular brand of whimsy used in this project. I'd change the wording of the card but it's reasonable to do everything else.",5,"This is Heifer International, and overall I support their goals because they are effective and personable.",2,"It works, but it's a little sleazy",3,I don't know his motivation or which drug is better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,24,5,2,
10/20/17 19:11,10/20/17 19:17,0,173.225.151.227,100,340,1,10/20/17 19:17,R_2SrhKSDsm0mq4id,,,,,45.75010681,-94.14009857,anonymous,EN,,,,,,,,,,,4,"I think at this point, anything to recruit more will work. I think it should be done. ",5,I think adding humor to this is a great idea! I think it will help people get into it. ,3,"It's a good idea, but I am not sure if people will know what to do or not with the animal. The animal may suffer.",2,"I think he is trying to scam people into paying for the premium. It's not right for the customer, but I understand where he is coming from. ",4,I trust that doctor. He has more knowledge than I do. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,23,3,2,
10/20/17 19:14,10/20/17 19:17,0,73.195.142.3,100,202,1,10/20/17 19:17,R_babwyayu16TgJ8Z,,,,,38.98339844,-74.90249634,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,It sounds like it could be an effective method of alleviating the problem.,4,"It could work, though some people might find it obtrusive.",4,"It seems like a good use of the funding, though I don't know if it will really help anyone escape poverty.",4,"It might alienate users and send them to other services, though it likely would boost subscribers and make artists happy.",5,"If the drug is effective and safe, then there is no reason for him not to use it.",,,,,,,,,,,1,3,39,2,4,
10/20/17 19:10,10/20/17 19:17,0,72.235.11.236,100,427,1,10/20/17 19:17,R_2B96GOAkPYmTL0D,,,,,21.37750244,-158.0861969,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,They are not experienced enough. May make mistakes,4,Better for the more individuals,4,I feel this is somewhat appropriate is because everyone should have an equal amount of resources as everyone else. No ones situation should be overlooked by the other. People have the right to help to a better life. ,2,He should leave as many options because they may fill different types of retirement needs for his employees,5,Children and people in general need down time to enjoy others parts of life.,,,,,,,,,,,,,,,,,,,,,2,4,24,4,4,
10/20/17 19:11,10/20/17 19:17,0,68.12.56.21,100,359,1,10/20/17 19:17,R_3MQYMYyAbIyD196,,,,,35.57519531,-97.6384964,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,It is somewhat appropriate because he is still using it for a good purpose but we do not know what type of charity it was advertised for.,5,He is just advertising his retirement plan,4,It is his company he can do what he wants,5,This is a very apprioate solution.,5,The doctor is doing his job with the knowledge they have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,20,2,3,
