StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,free_response,sex,race,age,education,income,god,intuition,science,SC0,free_response - Topics
8/3/17 12:22,8/3/17 12:26,IP Address,73.61.13.67,100,207,TRUE,8/3/17 12:26,R_1rMwOdTIsc85gSj,,,,,42.2848053,-71.07409668,anonymous,EN,Somewhat inappropriate,,,,"Doctors should not have to be referencing the back of their ID badge to perform such a routine task. Inserting something into a vein should be a technique that is practiced and understood and if the doctor needs to be reminded of the protocol then he can read it beforehand. Should he/she carry the protocol for every medical procedure around with them all the time? That would be ridiculous, doctors should be trained and competent enough to not require a list of steps on the back of their ID badge for one specific procedure.",Male,White,26,Four-Year College Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:24,8/3/17 12:26,IP Address,132.147.20.195,100,89,TRUE,8/3/17 12:26,R_3I6x8rSj0ObOq0b,,,,,33.59820557,-81.67120361,anonymous,EN,Very appropriate,,,,Placing a badge seems appropriate and helpful to the doctors. I see no downside to it.,Male,White,29,Some Graduate School,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 12:20,8/3/17 12:26,IP Address,73.23.170.15,100,314,TRUE,8/3/17 12:26,R_3dG1ybH7Qu2topa,,,,,26.60249329,-81.62329865,anonymous,EN,Somewhat appropriate,,,,"I think it is a good idea that is worth a try, but I'm not sure it would make much difference since I'm not sure all doctors will pay attention to it. Some will find it sensible and some might find it insulting.",Female,White,47,Four-Year College Degree,"Less than $20,000",Somewhat disagree,Somewhat disagree,Somewhat agree,6,Unknown
8/3/17 12:23,8/3/17 12:26,IP Address,66.188.234.33,100,155,TRUE,8/3/17 12:26,R_3oBhRo1RvQnf0xd,,,,,44.74569702,-91.51319885,anonymous,EN,,,,Very inappropriate,"You are putting people's lives at risk by using them as experimental subjects when they could get a deadly infection as a result. While I am not a specialist in creating experiments, there must be some other way to reduce these infections. How about antibiotics?",Female,White,66,Graduate Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:22,8/3/17 12:26,IP Address,76.124.161.101,100,242,TRUE,8/3/17 12:26,R_4O3zbqsdaTuIiTn,,,,,39.9078064,-75.32510376,anonymous,EN,,Somewhat appropriate,,,"There are always risks of infections and problems after medical procedures, and showing them to others in the room can both show what may happen if an issue should occur. It may also have negative effects, like increased stress and worrying during or before a procedure if this is shown to the patient.",Male,White,29,Some College,"Between $20,000 and $40,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:22,8/3/17 12:26,IP Address,73.22.47.199,100,205,TRUE,8/3/17 12:26,R_2v0JmP0WaEYRSxY,,,,,39.68429565,-89.72370148,anonymous,EN,,Somewhat appropriate,,,I think it might reduce infections and is a good reminder to all.,Female,White,60,Some College,"Less than $20,000",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,11,Unknown
8/3/17 12:24,8/3/17 12:26,IP Address,184.90.132.78,100,108,TRUE,8/3/17 12:26,R_2WYwOXMTUSNETZ4,,,,,28.83009338,-81.36180115,anonymous,EN,,Very appropriate,,,I think it is a very proactive step. It seems very logical.,Female,White,26,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:23,8/3/17 12:26,IP Address,149.128.8.245,100,179,TRUE,8/3/17 12:26,R_233t0zPGivRENDe,,,,,42.085495,-87.8246994,anonymous,EN,,,Somewhat appropriate,,Good way to determine the best course to present the information.,Male,Hispanic of Latino,30,Some College,"Between $60,000 and $80,000",Strongly agree,Strongly agree,Somewhat agree,12,Unknown
8/3/17 12:20,8/3/17 12:26,IP Address,24.17.181.162,100,391,TRUE,8/3/17 12:26,R_2ZP4XFBY0JqVAlT,,,,,47.22569275,-122.2720947,anonymous,EN,,,Very inappropriate,,"     Every patient is entitled to exactly the same rights to view the safety precautions, especially because it could be deadly. The patient should decide if they want to risk death.",Female,Black/African-American,58,Some College,"Between $60,000 and $80,000",Neither agree nor disagree,Neither agree nor disagree,Strongly agree,7,Unknown
8/3/17 12:23,8/3/17 12:27,IP Address,50.123.201.188,100,203,TRUE,8/3/17 12:27,R_3kzYMNfsZT4tCnz,,,,,43.57749939,-89.48269653,anonymous,EN,Very appropriate,,,,Anything that can reduce the risk of infection is beneficial to the patients,Female,White,34,Graduate Degree,"Between $60,000 and $80,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Unknown
8/3/17 12:25,8/3/17 12:27,IP Address,184.248.237.95,100,81,TRUE,8/3/17 12:27,R_OC2Cqr4BbgIltiF,,,,,40.81159973,-73.95300293,anonymous,EN,,,,Very inappropriate,I don't think that it's appropriate to treat humans as lab rats. Though experiments are risky this seems way more risky than normal.,Female,Black/African-American,21,Four-Year College Degree,"More than $100,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:23,8/3/17 12:27,IP Address,23.243.184.204,100,235,TRUE,8/3/17 12:27,R_RPLqFmLi2Z8f0ml,,,,,34.04379272,-118.1874008,anonymous,EN,,,,Neither inappropriate nor appropriate,"Since both doctors are aware of the safety precautions, I don't think it's a terrible idea. But to play around with survival rate of patients seems like something that shouldn't be played around with.",Female,Asian,32,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Somewhat disagree,Somewhat agree,5,Unknown
8/3/17 12:25,8/3/17 12:27,IP Address,107.213.216.165,100,119,TRUE,8/3/17 12:27,R_3kcaRS5gQ8rnI9e,,,,,25.60319519,-80.33470154,anonymous,EN,,,Neither inappropriate nor appropriate,,I don't believe in human testing,Female,Hispanic of Latino,44,High School Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,10,Unknown
8/3/17 12:25,8/3/17 12:27,IP Address,65.35.248.35,100,151,TRUE,8/3/17 12:27,R_265W9nkC7j9blVy,,,,,28.25799561,-82.47969818,anonymous,EN,,Very appropriate,,,The hospital director is taking a step in trying to reduce deadly infections. The posted list serves as a  reminder to the people of precautions to take which is not a bad thing.,Female,Hispanic of Latino,44,Four-Year College Degree,"Between $40,000 and $60,000",Strongly agree,Somewhat disagree,Neither agree nor disagree,10,Unknown
8/3/17 12:26,8/3/17 12:27,IP Address,64.129.107.15,100,79,TRUE,8/3/17 12:27,R_O9XjK0JisFLmoZb,,,,,30.14100647,-95.4693985,anonymous,EN,Very appropriate,,,,It should help reduce infections. ,Male,White,23,Some College,"Between $40,000 and $60,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 12:26,8/3/17 12:27,IP Address,174.59.99.187,100,88,TRUE,8/3/17 12:27,R_oXMhsl1Xl9p0MCJ,,,,,40.16799927,-76.60929871,anonymous,EN,Very appropriate,,,,I would prefer to have a specifically trained doctor who was imminently aware of the risks and reminded of them with a ID badge perform the procedure on me or a family member.,Female,White,47,High School Degree,"More than $100,000",Somewhat agree,Strongly disagree,Strongly agree,6,Unknown
8/3/17 12:26,8/3/17 12:27,IP Address,170.253.132.229,100,60,TRUE,8/3/17 12:27,R_12zjs7TItQSjG6e,,,,,33.42590332,-88.83029938,anonymous,EN,,Somewhat appropriate,,,That is scary that you can get a deadly infection from this.,Male,White,23,Some College,"Between $60,000 and $80,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:26,8/3/17 12:28,IP Address,69.180.125.10,100,96,TRUE,8/3/17 12:28,R_3RvECckZYRA98eJ,,,,,25.98249817,-80.34339905,anonymous,EN,,Somewhat appropriate,,,Its appropriate because the poster will help people remember how to avoid infection.,Male,Hispanic of Latino,22,Some College,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:22,8/3/17 12:28,IP Address,70.114.173.183,100,331,TRUE,8/3/17 12:28,R_OriNFeUB6mSEBKV,,,,,30.51739502,-97.63040161,anonymous,EN,,Somewhat inappropriate,,,"I don't think hospitals should be relying on posters to inform patients about safety precautions they should be taking. If it is that important for the patients to know this information, then make them read about it and sign it to confirm that they have. It would probably be even better to have the doctor or a nurse explain this information to a patient and they can judge whether the patient was paying attention/understood it. A poster doesn't seem to be doing enough in my estimation.",Male,White,30,Four-Year College Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:24,8/3/17 12:28,IP Address,74.130.98.253,100,255,TRUE,8/3/17 12:28,R_25FbiVjo4E8HIL5,,,,,36.63549805,-88.28299713,anonymous,EN,,,,Very inappropriate,"It would be altogether easy just to do both, so why do only one?",Male,White,46,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:27,8/3/17 12:28,IP Address,108.9.111.162,100,61,TRUE,8/3/17 12:28,R_DV05SDP96ROpoxX,,,,,28.05110168,-82.45069885,anonymous,EN,,Very appropriate,,,It'll help make sure no steps get forgotten by the people doing the procedure,Female,White,23,High School Degree,"Between $40,000 and $60,000",Strongly disagree,Neither agree nor disagree,Strongly agree,5,Unknown
8/3/17 12:23,8/3/17 12:28,IP Address,73.129.35.210,100,301,TRUE,8/3/17 12:28,R_1Cx5Sm1gmTg4M92,,,,,39.45620728,-77.96389771,anonymous,EN,Very inappropriate,,,,"Another instance of administration trying to cure a problem with paperwork.  We see this in medicine all the time.  It's part of the reason health care is getting more expensive.  Just let us doctors do our jobs.  If you want to post the procedure, put it ON THE WALL.  Or, preferably, up the administrator's you know what.",Female,White,61,Graduate Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:22,8/3/17 12:28,IP Address,162.226.190.29,100,356,TRUE,8/3/17 12:28,R_334gJlziLuPZcEv,,,,,33.87030029,-117.9253006,anonymous,EN,Very appropriate,,,,I think it is appropriate because the doctor is potentially saving people from harm by adding safety precautions.,Female,White,25,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:26,8/3/17 12:28,IP Address,75.118.240.226,100,113,TRUE,8/3/17 12:28,R_1Dxa2eQFIz83eoy,,,,,42.5052948,-83.10520172,anonymous,EN,,,,Somewhat appropriate,The procedures are being performed regardless of the risk. This only looks to improve upon that risk. ,Female,White,33,Four-Year College Degree,"More than $100,000",Somewhat disagree,Somewhat agree,Strongly agree,7,Unknown
8/3/17 12:26,8/3/17 12:29,IP Address,75.133.99.145,100,131,TRUE,8/3/17 12:29,R_3jYX07TDqLZWJXW,,,,,41.46650696,-73.48570251,anonymous,EN,,,Somewhat inappropriate,,How is the doctor to see the safety precautions if they are on his shirt? I would trust the doctor more who had the precautions on the wall beside him where he can view them. ,Female,White,29,Some College,"Between $40,000 and $60,000",Somewhat agree,Strongly disagree,Strongly agree,6,Unknown
8/3/17 12:27,8/3/17 12:29,IP Address,96.87.157.49,100,80,TRUE,8/3/17 12:29,R_29pkem6bqYgEg9S,,,,,44.90139771,-92.81500244,anonymous,EN,Somewhat appropriate,,,,I choose the option because the director is trying to improve the safety of the procedure. I'm not sure if it is the most effective thing to do but at least he is making progress.,Male,White,21,Four-Year College Degree,"Between $40,000 and $60,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:26,8/3/17 12:29,IP Address,172.245.220.35,100,146,TRUE,8/3/17 12:29,R_tFgsp9PdTQtUgtX,,,,,34.05839539,-118.2779999,anonymous,EN,Somewhat appropriate,,,,We can identify the doctors who does that operation easily by this decision,Male,White,27,Some Graduate School,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Strongly agree,10,Unknown
8/3/17 12:23,8/3/17 12:29,IP Address,67.42.116.129,100,329,TRUE,8/3/17 12:29,R_1DSBPq8FXudVzvc,,,,,35.2467041,-106.7231979,anonymous,EN,,,Neither inappropriate nor appropriate,,"Sometimes it is necessary to try methods to discover better ways of doing things
",Male,Hispanic of Latino,74,High School Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 12:26,8/3/17 12:29,IP Address,107.77.216.124,100,174,TRUE,8/3/17 12:29,R_1QGjdICYejEtbCu,,,,,27.93780518,-82.2858963,anonymous,EN,,,,Very inappropriate,If the patients are going to be in the study then they should be informed of the possibility of having either procedure,Female,White,57,Four-Year College Degree,"More than $100,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:27,8/3/17 12:29,IP Address,73.116.60.25,100,117,TRUE,8/3/17 12:29,R_1esKAvlNo8Siat3,,,,,38.66810608,-121.3735962,anonymous,EN,Somewhat inappropriate,,,,Its puts a lot more pressure on the doctors. This will make them less efficient and more prone to stress and anxiety.,Male,White,31,Four-Year College Degree,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 12:26,8/3/17 12:29,IP Address,73.78.181.26,100,202,TRUE,8/3/17 12:29,R_210zKf4yJf96UEw,,,,,39.70359802,-104.7723999,anonymous,EN,Somewhat inappropriate,,,,It is a great reminder but more could be done to ensure patient safety. Along with new ID badges I would suggest a mentor/advisory group specificly for this procedure that is constantly reviewing journal updates and working together for best patient outcomes. ,Female,White,31,Some College,"Between $60,000 and $80,000",Somewhat disagree,Somewhat agree,Somewhat agree,8,Unknown
8/3/17 12:26,8/3/17 12:29,IP Address,207.66.231.24,100,180,TRUE,8/3/17 12:29,R_1ikVvKbLFzl6e5D,,,,,47.61030579,-122.3340988,anonymous,EN,,,Somewhat appropriate,,"I think he has the right idea, but they would do this experiment in a different situation where lives are not at risk.",Male,White,30,Some College,"More than $100,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 12:28,8/3/17 12:30,IP Address,24.217.224.84,100,127,TRUE,8/3/17 12:30,R_1eVvtBdxYTO9S9A,,,,,38.60760498,-90.55970001,anonymous,EN,,Somewhat appropriate,,,I feel people should know the risks but I also feel some will be more scared of the risks versus the possible outcome of not receiving this life saving procedure. This might scare patients and they may refuse treatment that could save them . People don't always realize what is best for them. ,Female,White,34,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 12:28,8/3/17 12:30,IP Address,173.235.15.150,100,85,TRUE,8/3/17 12:30,R_2TLx4S67iDuvwKD,,,,,32.31340027,-90.17199707,anonymous,EN,,,Somewhat appropriate,,This will allow them to determine which is more effective.,Female,White,31,Some College,"Between $40,000 and $60,000",Strongly agree,Somewhat disagree,Somewhat disagree,11,Unknown
8/3/17 12:27,8/3/17 12:30,IP Address,73.28.137.0,100,207,TRUE,8/3/17 12:30,R_b9MV4zPEEQn0UqR,,,,,27.04069519,-82.35250092,anonymous,EN,,,Neither inappropriate nor appropriate,,"The decision is not inappropriate, but will not reduce infections. A better procedure would be to require the doctor to complete a checklist. ",Male,White,68,Graduate Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
