pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,MarkedForExclusion
341,badge,badge,4,0,I think this could be a good idea so patients know exactly what are the negative consequences that could derive from this procedure.,184,R_24zNVJrfDUrzjCx,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,2,5,1,1,1,3,1,21,0,3,0,5,1,4,8,1,1
342,badge,badge,4,0,with the list of standard safety precautions on the back this be beneficial for the doctors help prevent infections ,188,R_2RR06kh47ecqcH7,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,1,0,2,n/a,6,0,4,2,5,1,1,1,2,0,28,0,2,0,1,0,7,6,1,1
343,badge,badge,4,0,I don't think a doctor will have the time nor remember that these procedures are printed on the ID Badge.  Seems as if they should already know how to do this.,314,R_3MJWshUUwtjzHjC,2,1,1,1,2,0,1,0,1,0,2,0,2,0,1,1,2,1,2,,4,0,5,4,3,3,2,0,3,1,57,1,3,0,1,0,12,4,1,1
344,badge,badge,4,0,it saves lives,126,R_1CjYXxg4daaPSdM,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,1,MIS,8,1,1,1,5,1,1,1,3,1,33,0,4,1,4,1,3,8,1,1
345,badge,badge,4,0,"I would think that this could be helpful. However, that is with only the provided detail in mind. Additional information could impact how this idea is perceived.",303,R_24hLFtGUj9xXsr1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,4,3,4,2,1,1,5,0,25,0,6,1,4,1,9,9,1,1
346,badge,badge,4,0,Safety first - having the directions would be good for the doctor who might forget the directions.,338,R_1OQ6S4HBYl3Olqe,2,1,1,1,2,0,2,1,2,1,2,0,2,0,2,0,2,1,1,Computer Science,5,1,5,4,4,2,1,1,3,1,43,1,4,1,3,0,11,5,1,1
347,badge,badge,4,0,"It'll be a good reminder for doctors. However, over time they'll get used to it being there and stop referencing it.",133,R_2eUmVnCDX4IaXBk,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,1,1,5,1,2,0,3,1,27,0,6,1,6,1,3,6,1,1
348,badge,badge,4,0,"It is unclear as to whether doctors would use this just because it's available. However, if safety mistakes are being made, then it's appropriate.",519,R_3GxgzbAMFLCFg56,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,1,1,3,1,49,1,4,1,4,1,10,9,1,1
349,badge,badge,5,0,It shows that they are qualified.,181,R_2Toeic5NfDaAtqY,1,0,1,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,,6,0,3,4,4,2,2,0,3,1,33,0,2,0,3,0,9,6,1,1
350,badge,badge,5,0,Couldn't hurt. Might help.,124,R_3RatwGZhm60j38U,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,59,1,4,1,1,0,3,9,1,1
351,badge,badge,5,0,Having instructions for a common procedure always available is not a bad idea.,159,R_3qeyIq15cgmhcnB,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,4,2,1,1,3,1,39,1,2,0,1,0,7,9,1,1
352,badge,badge,5,0,"The director wants to maximize the chances that doctors will remember the safety steps and have them in mind. He proposes something that is intuitive and easy to implement. Even if the attempt through this procedure is not sufficiently effective, the attempt takes so very few resources and little effort that it is worth the try.",201,R_pN6wiqyf9c33UgV,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science,9,1,1,1,3,3,1,1,4,0,29,0,4,1,5,1,5,9,1,1
353,badge,badge,2,1,They should remember the procedure before entering the rooms,193,R_2zvEMFmsyQqZM6h,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Biochemistry,8,1,3,3,4,2,2,0,4,0,25,0,3,0,2,0,8,8,1,1
354,poster,poster,3,0,It doesn't affect anything one way or the other really.,1134,R_3ozu4CmPb0qAG3c,1,0,2,0,2,0,2,1,1,0,1,1,1,1,2,0,2,1,2,,4,0,1,3,3,3,1,1,3,1,26,0,4,1,4,1,7,4,1,1
355,poster,poster,4,0,it seems okay and it wouldnt be too risky,97,R_1eORJ5KDiuYSEfg,1,0,1,1,1,1,1,0,1,0,2,0,1,1,2,0,2,1,1,,4,1,3,4,4,2,2,0,3,1,26,0,3,0,3,0,9,4,1,1
356,poster,poster,4,0,"I mean it is a good idea, however it is kind of distracting as well as ..time consuming. These workers need to be more educated and well trained as well as skilled. If they are not quite there yet, and are hesitant, then it absolutely unsafe for them to proceed with the procedure. ",99,R_ZrugOdy5W3oAqc1,2,1,1,1,2,0,1,0,2,1,2,0,1,1,1,1,2,1,2,,6,0,2,5,4,2,2,0,"3,4",0,22,0,3,0,1,0,9,6,1,1
357,poster,poster,4,0,I think it could hurt some patients,70,R_3MzggniqQW3uP9I,2,1,1,1,2,0,2,1,1,0,1,1,2,0,1,1,2,1,2,,6,0,3,4,4,2,2,0,3,1,37,1,3,0,3,0,9,6,1,1
358,poster,poster,4,0,I feel the director was not out of line..,359,R_1hHj59q0VepdIpH,1,0,1,1,2,0,2,1,2,1,2,0,2,0,2,0,2,1,2,,4,0,4,3,3,3,1,1,3,1,26,0,3,0,1,0,10,4,1,1
359,poster,poster,5,0,It will be reminder that they hold someone's life in their hands.,133,R_2rU8n2HEiDVUO6M,2,1,1,1,2,0,2,1,2,1,1,1,1,1,1,1,2,1,1,healthcare,8,1,5,4,4,2,2,0,3,1,33,0,3,0,4,1,11,8,1,1
360,poster,poster,5,0,I think it does no harm and helps to promote safe behavior,177,R_UWsU3dEtWZA17zz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,32,0,2,0,2,0,3,9,1,1
361,poster,poster,5,0,I think this would be a helpful and useful reminder of what safety precautions should be followed.,148,R_vAdvu8k2WHDOY5H,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,5,1,5,1,2,0,3,1,36,1,4,1,6,1,7,8,1,1
362,poster,poster,5,0,Every medical procedure has risks. I respect the effort made in order to reduce them.,224,R_2CU2aGNMHYVB2h5,2,1,2,0,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,,6,0,5,5,3,3,2,0,3,1,30,0,2,0,2,0,13,6,1,1
363,poster,poster,5,0,It is always good to find and implement ways to keep safety in focus,1002,R_10BlXcEuafA47Zg,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,2,0,3,1,36,1,4,1,2,0,4,9,1,1
364,poster,poster,5,0,He is helping educate the fellow doctors.,142,R_3JxsY5HYxRwpXRo,2,1,2,0,1,1,2,1,1,0,1,1,2,0,1,1,2,1,1,Marketing ,6,1,4,2,4,2,1,1,2,0,30,0,4,1,1,0,8,6,1,1
365,poster,poster,5,0,i think tis a good idea. it will keep it fresh in their memories,222,R_1OP1D6pkWk1xKYw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,5,5,1,2,0,3,1,24,0,2,0,4,1,9,9,1,1
366,xbps,bp_short,1,1,"The experiment doesn't have a control group that isn't using either of the new ideas.  He needs a control group to be able to see if the procedures actually help.  Also, depending on what precisely the doctor wishes to measure with the other two groups, there may be competing influences.  For example, if the group with the doctor with the ID badge has far fewer infections, one can't be sure that it was because of the ID badge, or that he even read the instructions on it.",351,R_OGYqY2Be8BQJ5VT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,chemical engineering,9,1,3,3,4,2,1,1,3,1,39,1,4,1,2,0,8,9,1,1
367,xbps,bp_short,1,1,It is good that the patients and doctors know all the risks,357,R_3TSGsZjn2wx7mFP,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,2,,6,0,3,3,3,3,2,0,3,1,36,1,3,0,1,0,9,6,0,1
368,xbps,bp_short,1,1,I feel like by giving the doctors access to the safety precautions while they are working is a great way to give them the information they need to complete a safe and effective procedure. ,234,R_1HjiBjPv1hQ36Xc,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Bachelor of Science in Accounting,9,1,4,2,4,2,2,0,3,1,37,1,4,1,3,0,8,9,0,1
369,xbps,bp_short,2,1,"I think that putting a poster on the wall with information that should already be known by the doctor is not right. It will lead the patient to think they are incompetent. The badge is a better idea but overall I think a doctor should know how to treat patients well enough without a ""cheat sheet"" essentially.",250,R_2sTHLNOWL1MDxvI,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,1,0,2,,6,0,1,1,5,1,1,1,3,1,27,0,4,1,2,0,3,6,1,1
370,xbps,bp_short,2,1,I just feel like the better option would be to have training so they actually learn the technique. I don't think many doctors will stop and take the time to look at their badge or read a poster.,235,R_O3RhBuOEwOPb72x,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,5,3,4,2,2,0,3,1,55,1,4,1,4,1,10,6,1,1
371,xbps,bp_short,2,1,Doctors are professionals they shouldn't need these reminders. Should they need the reminders I would consider them incompetent.,156,R_3NHX2vYXXbszisz,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,,6,0,3,3,4,2,2,0,3,1,31,0,4,1,6,1,8,6,1,1
372,xbps,bp_short,3,0,"I feel there is a good reason for this, so that is all. ",59,R_wZfNUwneodgt8UF,1,0,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,6,0,4,5,3,3,1,1,"2,3",0,25,0,4,1,2,0,12,6,1,1
373,xbps,bp_short,3,0,bhjkj,54,R_2VqhqVCIYuwaY3g,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,,5,1,2,3,3,3,2,0,1,0,22,0,4,1,5,1,8,5,1,1
374,xbps,bp_short,3,0,n/a,48,R_1N5rFgaMagKQf5S,2,1,2,0,2,0,2,1,1,0,2,0,1,1,2,0,2,1,1,,4,1,3,3,4,2,2,0,3,1,30,0,3,0,4,1,8,4,0,1
375,xbps,bp_short,3,0,n/a,44,R_3JWvv87Rzunhfb3,1,0,2,0,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,5,0,2,3,4,2,1,1,3,1,30,0,6,1,3,0,7,5,0,1
376,xbps,bp_short,3,0,It seems a bit random that they are splitting the patients up. Otherwise it is good to have the safety procedures. ,281,R_1oAMQiE8XwdtKrz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,1,1,3,1,26,0,3,0,2,0,3,8,1,1
377,xbps,bp_short,4,0,It's how I feel deep in my heart,68,R_3O66BAYaX0KvSMe,1,0,2,0,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,5,0,2,2,4,2,2,0,3,1,22,0,3,0,1,0,6,5,1,1
378,xbps,bp_short,4,0,right,40,R_BtVwCc3UrU1kyiZ,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,1,0,2,,6,0,3,4,4,2,1,1,3,1,25,0,3,0,2,0,9,6,0,1
379,xbps,bp_short,4,0,i feel the doctor knows what he is doing,187,R_31KHnO5S34uLpa9,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,,7,0,5,3,3,3,2,0,3,1,44,1,2,0,4,1,11,7,0,1
380,xbps,bp_short,4,0,I think it’s a good point of reference for them to be able to remember and implement procedures that are life saving.,177,R_1CCMjmINI3wIv5f,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,1,1,5,1,1,1,3,1,36,1,4,1,4,1,3,7,1,1
381,xbps,bp_short,4,0,"I think it's good that the hospital director is trying to implement ways to decrease the rates of these infections. However, in addition to the information being readily available as a poster or on the back of a badge, I think it would be good to also try and have a class or a video for the doctors to attend/watch.",162,R_OCNma1JB26cDCox,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,3,2,4,2,0,3,1,22,0,4,1,1,0,8,8,1,1
382,xbps,bp_short,4,0,"Experiments can be expensive to carry out.  Assuming this is not the case with this experiment, I think it's a good idea.  If it's not dangerous or costly to run an experiment, more experimenting is probably better.",344,R_33263ZHIEi3mwdL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,1,5,1,1,1,3,1,29,0,3,0,1,0,3,8,1,1
383,xbps,bp_short,5,0,is good idea,199,R_3R1ruWGEvSsWNPg,2,1,2,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,2,no,6,0,3,3,3,3,2,0,2,0,25,0,2,0,1,0,9,6,1,1
384,xbps,bp_short,5,0,"The safety concerns for such this type of medical procedure cannot be understated. Infections during hospital treatments are a major concern of physicians, and having the standard safety precautions readily available as a reminder is important.",425,R_UF0VKPMO2EeJqgh,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science,8,1,4,2,4,2,1,1,1,0,45,1,4,1,3,0,8,8,1,1
385,xbpl,bp_long,1,1,"Instead of having badges and posters that could distract doctors, they should all be required to pass regular tests and make sure they are completely sure about how to execute this process, before doing it to actual patients. They should be supervised by more experienced doctors until they are ready to do it on their own.",153,R_2xY2Z2EnZdoQxFv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,1,5,2,0,4,0,29,0,4,1,6,1,7,8,1,1
386,xbpl,bp_long,2,1,"It is inappropriate because the patients are being used as unwitting test subjects.  They have no choice but to ""participate"" in this ""experiment"".",200,R_1jy76ZSGmgvcC5T,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,,8,0,5,5,2,4,1,1,3,1,38,1,3,0,3,0,14,8,1,1
387,xbpl,bp_long,2,1,I feel that it goes against ethical standards.  I think it may lead to potential issues.,161,R_vZkwqtA43QDDDKp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,5,1,1,1,3,1,33,0,6,1,5,1,10,9,1,1
388,xbpl,bp_long,3,0,good,601,R_2wLHr0SAxFxANza,1,0,1,1,2,0,1,0,2,1,1,1,2,0,2,0,1,0,2,,3,0,3,2,3,3,2,0,1,0,30,0,2,0,4,1,8,3,1,1
389,xbpl,bp_long,4,0,I am a little afraid it might kill someone from an infections but I think saving lives and waiting for the results would give people more hope,104,R_3Oo8ycgeTKsSnYp,2,1,2,0,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,7,0,1,3,4,2,1,1,3,1,27,0,4,1,5,1,6,7,1,1
390,xbpl,bp_long,4,0,I think it is somewhat appropriate because the director is not putting anyone to additional risk and may provide a better way to prevent infections that may be caused by the procedure.  Not completely certain this is ethical however as he is using human beings as experiment subjects without their or their providers knowledge,390,R_UL0qMORftJNkfqV,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,1,4,2,2,0,3,1,67,1,4,1,5,1,7,8,1,1
391,xbpl,bp_long,4,0,"As long as the doctors pay attention to where the recommended treatments are written, the patients should be fine. The respective doctors just need to remember whether or not the recommended treatments are written on their badges or on posters.",185,R_2tECbAkYeuwN1iz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,1,1,3,1,32,0,4,1,3,0,10,9,1,1
392,xbpl,bp_long,4,0,It may be effective. It can't hurt.,177,R_2Yn2E4l3bcNliuv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,2,0,3,1,35,1,3,0,1,0,3,8,1,1
393,xbpl,bp_long,4,0,needs,65,R_3isU4nZUcyIFkjc,2,1,2,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,6,0,2,4,4,2,2,0,1,0,21,0,3,0,1,0,8,6,1,1
394,xbpl,bp_long,4,0,It just helps and informs everyone how important this matter is.,615,R_3lJRqdK27QmxCNE,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,1,0,2,,5,0,5,4,2,4,1,1,3,1,29,0,2,0,2,0,13,5,1,1
395,xbpl,bp_long,4,0,I don't see anything wrong with it. ,77,R_2PgKx1UmuvRHV8B,1,0,1,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,1,,6,1,1,1,5,1,2,0,3,1,27,0,3,0,3,0,3,6,1,1
396,xbpl,bp_long,4,0,"As long as the information is presented, it doesn't matter that much what form it takes.",134,R_3nr3LUPwGtvuYA1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,4,2,2,0,3,1,51,1,5,1,4,1,8,9,1,1
397,xbpl,bp_long,5,0,I think it is a good idea to have the procedures available.  It is good for the doctors as well as patients to know what safety precautions are being done.,186,R_3j7KtrXBLVOb0He,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,,7,0,5,3,3,3,2,0,3,1,35,1,4,1,5,1,11,7,1,1
398,xbpl,bp_long,5,0,"Neither option will affect the patients' treatments, and it is an effective way to ascertain which would be a more effective reminder",220,R_23gDCBqTRYVW4FU,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,1,5,1,2,0,3,1,44,1,2,0,3,0,5,9,1,1
399,xbpl,bp_long,5,0,The badges are a great idea to keep the doctors up to date on what they have done to help the patients.  seems like a good organizational tool for the doctors.,207,R_rckAV3xSIfHjKXn,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,5,4,2,2,0,3,1,64,1,6,1,3,0,12,8,0,1
400,xbpl,bp_long,5,0,n/a,56,R_vCgn2djdmyrpDgJ,1,0,1,1,1,1,1,0,1,0,2,0,2,0,1,1,2,1,2,,4,0,5,4,5,1,2,0,3,1,55,1,6,1,2,0,10,4,0,1
401,xbpl,bp_long,5,0,good way to determine which course is more effective,353,R_3DuQ2G0FoKvLiDI,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,3,3,3,3,1,1,4,0,33,0,6,1,4,1,9,9,1,1
