pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,,,,,,,,,,,,
78,xAB1,Drug.AB,5,0,I like the idea that a doctor taking a hands on approach  to drugs that are approved already instead of just proscribing them.,476,R_2YtFCvDmz8FvzMC,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,1,1,5,1,1,1,3,1,53,1,3,0,2,0,3,6,0,,,,,,,,,,,,
79,xB3,Funds.Highlight,1,1,It is an easy way for people to become aware that they have a program available to use that would help them save for retirement. I think it is a good idea to get them aware and enrolled.,169,R_2Y3eCy4BVD5xMoA,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,computer science,9,1,5,4,4,2,1,1,3,1,41,1,4,1,4,1,11,9,0,,,,,,,,,,,,
80,xA3,Funds.More,1,1,NO,245,R_5u5eDJ4bgQGjvjP,1,0,2,0,2,0,1,0,2,1,1,1,2,0,2,0,1,0,1,NO,2,1,1,3,4,2,1,1,"2,3",0,25,0,4,1,2,0,6,2,0,,,,,,,,,,,,
81,xB7,Income.Unemployed,4,0,It seems like the government is doing what they can to help support their citizens in finding employment.,362,R_3QPeZYm5yXMv2b6,2,1,1,1,2,0,2,1,1,0,2,0,1,1,1,1,1,0,2,,5,0,5,3,2,4,2,0,3,1,37,1,3,0,4,1,12,5,0,,,,,,,,,,,,
82,xAB5,Charity.RT,3,0,I would need to see more information to make a better decision. What kind of trade can they learn?,99,R_21H5TFUDVkUmJRx,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,4,2,2,0,3,1,29,0,3,0,2,0,6,9,0,,,,,,,,,,,,
83,xAB2,DrugTeach.AB,4,0,I chose somewhat appropriate because it is smart to use the drug that has the best results in treating high blood pressure.,169,R_1EWEcHwhp2WHYRk,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,2,2,4,2,2,0,3,1,18,0,2,0,4,1,6,7,0,,,,,,,,,,,,
84,xA2,DrugTeach.A,5,0,I think that it is up to the doctor to prescribe whichever drug he thinks is fit. He went through the training and knows what to reccomend to people.,108,R_10UBkI02V0kSmul,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,2,1,2,,6,0,3,3,4,2,1,1,3,1,32,0,3,0,5,1,8,6,1,,,,,,,,,,,,
85,xAB6,Recruit.SC,4,0,Congress is contemplating using two strategies for recruiting people for Health Assistant jobs. It will use one marketing communication method for one target market and a different strategy for another.,287,R_1JXaCiEku67oB3C,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,4,2,5,1,1,1,3,1,27,0,5,1,6,1,7,7,0,,,,,,,,,,,,
86,xA4,Teacher.Bonus,5,0,we pay teachers shit for the amount of work and bullshit they have to put up with. a yearly bonus would be a good start toward rectifying that.,216,R_1IGKtF6nlOZp4Rz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,36,1,2,0,2,0,3,9,0,,,,,,,,,,,,
87,xB7,Income.Unemployed,4,0,I chose a somewhat appropriate response because citizens who had been out of the labor market for 12 months may be intimidated to lose a sure thing after losing their jobs or being unable to find work.  To allow a buffer zone of retransition into the labor pool would increase the chances of finding sustainable employment without the pressure to accept what may be an unsuitable job.,674,R_2rp82zO9HHFPjc9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,4,4,4,2,2,0,3,1,51,1,3,0,2,0,10,7,0,,,,,,,,,,,,
88,xA7,Income.All,4,0,"I feel they should include some sort of additional training options, and not just the job fair stipulation, to help people qualify for the jobs that are available.",253,R_BS6m2D9sKTVp2oh,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,5,5,4,2,2,0,3,1,41,1,3,0,3,0,12,8,0,,,,,,,,,,,,
89,xA6,Recruit.Social,5,0,They're trying to recruit people in the healtchare field in order to provide better healthcare service. I don't see any sort of problem with that.,313,R_2EujDt0siXyTva0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,26,0,4,1,3,0,3,9,0,,,,,,,,,,,,
90,xA2,DrugTeach.A,5,0,"He would be familiar with Drug A from experience with his patients. Therefore, he feels drug A is a better choice for his patients.",365,R_2zSft8YvYZiOn5s,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,4,3,4,2,2,0,3,1,42,1,6,1,6,1,9,8,0,,,,,,,,,,,,
91,xAB4,Teacher.BoBr,3,0,"I think this is a neutral decision. Some teachers get additional vacation, while others get a yearly bonus. Time is money anyways. It is an interesting experiment and I support it.",309,R_3qR3WMpW52rmHP7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,3,3,2,0,"3,5",0,23,0,4,1,2,0,11,9,0,,,,,,,,,,,,
92,xA2,DrugTeach.A,4,0,The doctors should establish a standard in their clinic in order to avoid internal conflict and prescribing of unnecessary drugs.,191,R_1f0FG9XqTWKtdtW,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,1,1,2,0,24,0,2,0,3,0,3,8,0,,,,,,,,,,,,
93,xAB3,Funds.MH,5,0,Retirement packages are a benefit and people who choose not to participate are really only hurting themselves.  The experiment by the CEO is not immoral and may help.,256,R_3NV32WFpENnd87l,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,2,0,3,1,45,1,4,1,5,1,6,9,0,,,,,,,,,,,,
94,xA1,Drug.A,4,0,"If Drug A has more side effects than the average blood pressure medication but those side effects are tolerable and Drug A is more affordable than other options, the doctor's decision is somewhat appropriate, if not necessarily ideal.",270,R_tLCVEjDDmuf3MTD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,37,1,3,0,1,0,3,9,0,,,,,,,,,,,,
95,xAB1,Drug.AB,1,1,"Dr. Jones is conducting an experiment without consent of the patients and without approval from a review board. Also, drugs are being prescribed at random instead of based on the patients' needs and unique conditions",203,R_qEFTTL5TexWQYDf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,5,1,2,0,3,1,30,0,6,1,5,1,7,9,0,,,,,,,,,,,,
96,xB3,Funds.Highlight,5,0,"i believe that we should try better to secure our financial future. the better we plan for retirement, the less strain we put on the government for assistance. the government does not have enough for everyone so it's important to take care of it yourself or risk being poor later because you won't have the energy to work.",204,R_dalkochNxSA3RXb,2,1,2,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,n/a,6,0,2,4,4,2,2,0,4,0,31,0,3,0,3,0,8,6,0,,,,,,,,,,,,
97,xA3,Funds.More,5,0,"The CEO is really concern the employee life after retired.  So, he promoted the retirement saving plan for his employee.",234,R_wN7BGtmtrrEQNnX,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,computer science,7,1,5,4,4,2,2,0,4,0,44,1,4,1,4,1,11,7,0,,,,,,,,,,,,
98,xAB3,Funds.MH,2,1,Because he is being unfair by showing half of the new hires 5 more investment funds than the other half.,234,R_5nYHX53P3M46Eql,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,5,4,3,3,2,0,3,1,60,1,2,0,4,1,12,8,0,,,,,,,,,,,,
99,xB7,Income.Unemployed,4,0,I think it provides a universal income while also incentivizes work because they will be getting even more money rather than losing the $500 if they get a job.,859,R_3PuvjyTg2nj8rax,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,2,2,5,1,1,1,3,1,26,0,4,1,6,1,5,7,0,,,,,,,,,,,,
100,xA1,Drug.A,5,0,"I think this choice was appropriate because is states that the drug is affordable and the patients can tolerate its side effects. It does not state if the other drugs have worse side effects or if they are affordable or not, so with the knowledge I have that is how I reached my decision.",260,R_2bZ9fG1rmUuO3mz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,2,1,5,1,1,1,3,1,25,0,3,0,2,0,4,8,0,,,,,,,,,,,,
101,xAB5,Charity.RT,5,0,I think it's a very altruistic idea and I can't see anything inappropriate in doing so.  Helping people who don't have the money to get even the basics of life is what we should all do.,423,R_3PgJi5uSfGfnkfW,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,n/a,6,0,1,5,4,2,2,0,3,1,28,0,3,0,2,0,8,6,0,,,,,,,,,,,,
102,xAB2,DrugTeach.AB,3,0,"Given the conditions of the program, the patients aren't being adversely affected.",255,R_2c1Qc26OjSeaU5l,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,2,1,2,,7,0,1,2,3,3,1,1,1,0,57,1,4,1,1,0,6,7,0,,,,,,,,,,,,
103,xA3,Funds.More,5,0,He is encouraging his employees to save. This is good leadership.,95,R_3qTCnL1oUiRU5NT,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,5,4,4,2,1,1,3,1,28,0,6,1,3,0,11,8,0,,,,,,,,,,,,
104,xA6,Recruit.Social,3,0,I would need a lot more information about what decision Congress made and the situation before I can make a different choice.,138,R_1r0uvorDcurQIPz,2,1,2,0,2,0,2,1,2,1,1,1,1,1,2,0,1,0,2,,5,0,5,4,4,2,2,0,3,1,20,0,3,0,3,0,11,5,0,,,,,,,,,,,,
105,xA6,Recruit.Social,5,0,I think that recruiting these people will be very helpful. They can provide basic care for people in need in a nation where care is desperately needed.,144,R_1KvGyRa7LBWYZne,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Construction Engineering Technology,8,1,1,1,5,1,1,1,2,0,30,0,4,1,2,0,3,8,0,,,,,,,,,,,,
106,xB1,Drug.B,5,0,Because it seems like he is watching out for the welfare of his patients. He wants to provide good treatment.,322,R_3g5BrG4WYnkplJP,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,N/A,7,0,5,5,3,3,2,0,3,1,59,1,2,0,1,0,13,7,0,,,,,,,,,,,,
107,xB7,Income.Unemployed,1,1,I chose this option because the congress's actions support unemployed people financially while encouraging them to find a job and it assists them as they get adjusted to their new job.,222,R_2sbcasANNJyGQqP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,4,0,23,0,3,0,5,1,3,9,0,,,,,,,,,,,,
108,xA5,Charity.Roof,1,1,He raised money for a charity intending to help low-income people escape a country of extreme poverty but then he wants to use the money for a different cause. I think that it's very misleading to the people that donated to the initial cause.,377,R_wZT73TPJfMvOmqd,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,3,1,5,1,2,0,"2,3",0,26,0,2,0,1,0,5,8,0,,,,,,,,,,,,
109,xA4,Teacher.Bonus,5,0,Money will make the teachers happy in case they are have financial difficulties causing less stress causing the teachers to take out they stress out on their kids. I think a bonus would give something for the teachers to look forward to and feel happy and excited making the teachers in a better mood. Very appropriate is the option I chose because it would actually work and teachers can take a vacation with their bonus releasing stress.,717,R_9GIIfMoKsmho4E1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,"2,3",0,25,0,3,0,1,0,4,9,0,,,,,,,,,,,,
110,xB4,Teacher.Breaks,5,0,Teachers need as much support as they can get.  Additional time off is an excellent way to increase a healthy attitude and be more refreshed,234,R_2BxENmeN2d20nzX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,4,4,2,1,1,3,1,68,1,4,1,1,0,9,9,0,,,,,,,,,,,,
111,xB6,Recruit.Career,5,0,"Sounds like a good program.  The only thing that I think is slightly questionable is the recruitment posters, but even those claims sound legit.",195,R_PCjZGgh885AVg53,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,46,1,6,1,6,1,3,9,0,,,,,,,,,,,,
112,xB2,DrugTeach.B,4,0,Since there seems to be not much difference in the medication I could see no reason to why not to prescribe drug b. I think it depends on it the patient responds to the treatment to the course that should be used.,379,R_3qDahVfKkOh8i97,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,1,5,1,2,0,3,1,44,1,3,0,3,0,5,8,0,,,,,,,,,,,,
113,xAB4,Teacher.BoBr,2,1,was unfair,139,R_C7XUvSb0CEF78yt,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,6,0,3,2,2,4,1,1,3,1,33,0,4,1,3,0,9,6,0,,,,,,,,,,,,
114,xAB6,Recruit.SC,4,0,I think either poster is fine to use.,169,R_a9Lqt9ryzYQMTqF,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,52,1,2,0,3,0,3,8,0,,,,,,,,,,,,
115,xA4,Teacher.Bonus,4,0,"I chose that option because teachers shouldn't have to paid more to be happy. They should be content with their job, enough to impact the outcomes of the students. However, if that is the only way possible, and it's for the betterment of the students, then fine.",301,R_3egAGeaixV1Lqml,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,5,1,2,0,2,0,20,0,3,0,4,1,7,9,0,,,,,,,,,,,,
116,xAB4,Teacher.BoBr,5,0,"I think it sounds like a great way to decide how best to increase teacher performance. Happy teachers will work harder and be more positive with the children, so by keeping them happy, the student's scores and performance will likely go up as well. Alternatively, the superintendent could ask teachers which group they would like to be in, but that may cause dissatisfaction the following year if their preference is not chosen.",279,R_3rYYtORjNFJ5uFS,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,,8,0,5,5,5,1,2,0,3,1,36,1,6,1,6,1,11,8,0,,,,,,,,,,,,
117,xA3,Funds.More,4,0,"The CEO's decision was the right one because if there's more options, more people will find a plan that fits their needs",232,R_2ClFCoDConkocYo,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,2,0,18,0,3,0,5,1,3,9,0,,,,,,,,,,,,
118,xA5,Charity.Roof,4,0,"I think the director's decision is very well intentioned, and will hopefully help a lot of people. My reasoning for saying it is somewhat appropriate versus very appropriate is that it may be difficult to determine who falls under the income level and therefore qualifies for the new roof. In addition, it will be a time consuming and challenging project, and may be difficult to complete successfully. There may be easier ways to have the same positive impact on the same number of people.",193,R_12nYGnStKqvAeMW,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,4,2,4,2,2,0,3,1,33,0,4,1,4,1,8,8,0,,,,,,,,,,,,
119,xAB6,Recruit.SC,5,0,test marketing is always a good way to go. they are both good ideas.,357,R_3jUMcuBRMKAyvQ9,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,1,1,5,1,1,3,1,50,1,4,1,4,1,7,8,0,,,,,,,,,,,,
120,xB6,Recruit.Career,2,1,"I had chosen Very Appropriate but changed my mind as I wrote this. People working in remote areas will have to make sacrifice. Therefore, the posters should focus on people who are interested in Service, not personal gain.",396,R_1ruhFeRWRwQplqF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,2,4,1,1,3,1,53,1,3,0,2,0,13,9,0,,,,,,,,,,,,
121,xA6,Recruit.Social,4,0,I think it is an awesome idea and then to make posters to show the work you will be doing is appropriate,787,R_3iJbRhzQrnRTg7M,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,3,4,2,2,0,3,1,38,1,3,0,3,0,9,8,0,,,,,,,,,,,,
122,xA7,Income.All,4,0,"It's good that they are requiring the citizens to attend job fairs.  However, I'm not sure if people can live off $1000 a month.",199,R_30kL3TVwIZZpQ6D,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,5,1,1,1,3,1,44,1,4,1,6,1,9,9,0,,,,,,,,,,,,
123,xB3,Funds.Highlight,5,0,"The CEO made an appropriate decision by choosing to provide newly hired employees with information on the most popular investment funds the company offers because some of the hirees may not be familiar with investing. Therefore, in receiving the information, they are able to see what fellow co-workers have done.",207,R_1d0O2ZGHbyZRUYX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,4,2,2,0,3,1,23,0,6,1,6,1,8,9,0,,,,,,,,,,,,
124,xAB7,Income.AU,1,1,It's not appropriate for Congress to conduct experiments on its constituents. There is also no control group.,491,R_R3MvzApVwHENOmt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,physics,9,1,3,1,5,1,1,1,3,1,63,1,6,1,6,1,5,9,0,,,,,,,,,,,,
125,xA7,Income.All,4,0,"While I do not enjoy most government systems that comfort people, there are people out there that actually NEED help like this. I think this makes it a bit more reasonable and fair than how it currently is in the USA (which is what I am comparing it to). I just dislike how abused these systems are, causing extra spending and laziness.",418,R_tXkyjwVlbK8omUF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,1,1,4,2,2,0,2,0,29,0,4,1,2,0,4,7,0,,,,,,,,,,,,
126,xB2,DrugTeach.B,5,0,It looks like both drugs are acceptable based off the limited info on drug.,331,R_31gvjSMJSdGKWun,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,1,1,3,1,37,1,4,1,3,0,10,9,0,,,,,,,,,,,,
127,xA1,Drug.A,3,0,"It is not specified that drug A was approved by the FDA and is assuming anyone can tolerate the side effects. Unfortunately, not everyone is created equal and not everyone has the same reaction to the drug. Some might be mild, some nothing, some can be severe. I cannot confirm or deny that Doc is doing the right thing.",291,R_1hLtNnPQzXeDNXw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,4,4,2,1,1,3,1,39,1,3,0,3,0,9,8,0,,,,,,,,,,,,
128,xAB4,Teacher.BoBr,1,1,"I think this is a very fair way to make everyone happy, assuming that all the teachers know that they are being given different benefits.  I think the goal is justified as well as the method, as long as everyone is consenting.",997,R_1dxWPa1I06DRgSt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,1,5,1,2,0,3,1,28,0,3,0,2,0,4,8,0,,,,,,,,,,,,
129,xAB3,Funds.MH,5,0,I believe retirement plans are very important and guarantee a good future. The CEO's decision of highlighting the most popular investment funds the company offers is very helpful.,436,R_Wrme3urVyaIHaBb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,Law,8,1,2,4,4,2,2,0,2,0,31,0,4,1,6,1,8,8,0,,,,,,,,,,,,
130,xB1,Drug.B,5,0,"It's been approved as safe and effective, it's affordable, and the patients can handle the side effects.",135,R_2SlB6dy4BHSnBU6,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,29,0,4,1,2,0,3,9,0,,,,,,,,,,,,
131,xB4,Teacher.Breaks,5,0,I think it was a very thoughtful action to take. He is increasing productivity for teachers and students.,157,R_3wkPtBYZKV2D2mJ,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,2,1,2,,6,0,1,1,5,1,2,0,3,1,24,0,3,0,3,0,3,6,0,,,,,,,,,,,,
132,xAB5,Charity.RT,5,0,He is a rare person helping the society.,138,R_1kUNcee9K5IfqWz,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,,7,0,4,2,4,2,1,1,1,0,24,0,2,0,1,0,8,7,0,,,,,,,,,,,,
133,xB1,Drug.B,4,0,"I like that the doctor considers cost in prescribing a drug.  Side effects are also important to minimize. 
",154,R_pimCNhJ7nWyw9kR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,4,2,1,1,3,1,43,1,6,1,5,1,5,9,0,,,,,,,,,,,,
134,xA4,Teacher.Bonus,5,0,"I feel that it is good to incentivize the teachers, in order to encourage them to assist in their students' performance. This could help the teachers work harder, to achieve better results in their classrooms.",154,R_2Tz8KtR8ENBptTO,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,1,1,3,1,35,1,6,1,6,1,4,9,0,,,,,,,,,,,,
135,xAB7,Income.AU,2,1,"I think the $500 option should be chosen, since it encourages people to apply for work.",121,R_1hN068GzqpRRWxb,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,2,4,2,2,0,"1,3",0,30,0,6,1,3,0,8,8,0,,,,,,,,,,,,
136,xA2,DrugTeach.A,5,0,"There does not appear to be much difference between drug A and B, and both have been proven to be safe and effective.  It seems that whether a doctor prescribes drug A or B is just personal preference, so there was nothing wrong with Dr. Jones's decision.",277,R_3qfbd92RiF3hK7I,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,4,0,49,1,6,1,5,1,3,9,0,,,,,,,,,,,,
137,xAB7,Income.AU,4,0,"Congress is helping the people of it's country while also encouraging them to find a job. In both cases, the people are offered job fairs. In both cases, they are motivated to find a job.",307,R_scmaI2S5lXXKZUJ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,31,0,4,1,3,0,3,9,0,,,,,,,,,,,,
138,xB2,DrugTeach.B,4,0,"It may be that A is better for some patients and B is better for others, but the question doesn't give us enough information to know, so I went with ""somewhat appropriate"" rather than ""very appropriate.""",125,R_3foUUDV5ctS3FFh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,1,2,4,2,2,0,3,1,45,1,6,1,6,1,5,9,0,,,,,,,,,,,,
139,xA2,DrugTeach.A,5,0,"Both drugs seem equal, so there's no reason as to not give them drug A.",122,R_NXUtjyTjocKutVv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,27,0,4,1,2,0,3,9,0,,,,,,,,,,,,
140,xA4,Teacher.Bonus,4,0,I choose that it is somewhat appropriate because I agree that teachers should be happy and satisfied. unsatisfied and unhappy teachers will probably not care about their student's well being or grades.,373,R_1mqNy9ahv9dSMlN,2,1,2,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,1,Computer science,6,1,2,2,4,2,2,0,4,0,32,0,6,1,6,1,6,6,0,,,,,,,,,,,,
141,xAB1,Drug.AB,4,0,"That's kind of a tough one. Part of me feels that he should at least tell his patients what he is doing. But at the same time, both drugs are safe, so I don't know.",278,R_bKqh3sskVOto8xz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,4,2,1,1,"2,3",0,43,1,3,0,4,1,10,9,0,,,,,,,,,,,,
142,xA6,Recruit.Social,5,0,It is appropriate because there is a shortage of doctors and nurses. This will help alleviate the problem and get help to those who need it.,167,R_1GQb8ximNwVygYq,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,1,5,1,1,2,0,60,1,3,0,6,1,15,9,1,,,,,,,,,,,,
143,xAB4,Teacher.BoBr,4,0,"I think it's a good way to test the theory, and either way the teachers are receiving something of benefit",184,R_w4V04BKMNWyxNa9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Computer Engineering,8,1,2,1,4,2,2,0,3,1,23,0,4,1,4,1,5,8,0,,,,,,,,,,,,
144,xA4,Teacher.Bonus,4,0,just beacause you pay someone more doesnt mean theyll do a better job,91,R_3frEOufEVfAbUbq,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,4,2,2,4,2,0,4,0,23,0,6,1,6,1,10,7,0,,,,,,,,,,,,
145,xB7,Income.Unemployed,4,0,"I have not heard of this idea before, so I would need to think about it for a while to come to a complete decision.  However, my initial thoughts are that it seems fairly appropriate.  I don't like giving people money not to work, but I see how continuing the payments might encourage people to look for a job if they didn't worry about losing that stipend right away.  It might help people cover gas costs or work clothing costs while waiting for their initial paychecks to come through.",334,R_PSAuGnTPCvp9rPz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,4,2,2,0,3,1,39,1,6,1,4,1,11,9,0,,,,,,,,,,,,
146,xA1,Drug.A,5,0,I chose this option because the doctor knows that the drug is affordable and his patients can tolerate its side effects.  He is putting his patients first.,236,R_BLM725bOtcSNR3H,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,5,2,4,2,0,3,1,48,1,2,0,4,1,14,8,0,,,,,,,,,,,,
