,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
68,-1773354375,8/19/17 6:47,8/19/17 6:48,iOS,US,Texas,Austin,Boost,female,25 - 34,1984,Somewhat inappropriate,Because they need to know how their being treated and whats okay and whats not.,Neither agree nor disagree,Neither agree nor disagree,Agree,living_with_partner,two,high_school,unemployed_looking,other,hispanic,lower_i,,,,,,,,,,,,EFCCD3AC-C36E-4F11-AEA6-BC3BDC40F8F6
66,-1766993405,8/19/17 7:07,8/19/17 7:08,iOS,US,Washington,Longview,Sprint,female,25 - 34,1991,Somewhat appropriate,Because I would want all the information I could have and want my dr to know it to,Neither agree nor disagree,Neither agree nor disagree,Agree,married,one,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,D857FF95-C47D-43A0-AB34-AF1037821200
64,-1766993405,8/19/17 7:08,8/19/17 7:08,iOS,US,Washington,Longview,Sprint,female,25 - 34,1991,Somewhat appropriate,Everyone should know all information,Neither agree nor disagree,Neither agree nor disagree,Agree,married,one,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,D857FF95-C47D-43A0-AB34-AF1037821200
72,-1766993405,8/19/17 7:08,8/19/17 7:08,iOS,US,Washington,Longview,Sprint,female,25 - 34,1991,Somewhat appropriate,Because everyone should be informed,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,married,one,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,D857FF95-C47D-43A0-AB34-AF1037821200
59,-1764085350,8/19/17 6:48,8/19/17 6:48,iOS,US,Unknown,Unknown,AT&T,female,45 - 54,1969,Neither inappropriate nor appropriate,Because while it's good to inform the patient it's something that can make some people fearful and is something that should be discussed with a patient,Strongly disagree,Agree,Neither agree nor disagree,married,three,vocational_technical_college,homemaker,homemaker,white,prefer_not_to_say,,,,,,,,,,,,B133A7B1-059D-4E33-879B-2F172AAB9F0F
56,-1762146627,8/19/17 6:48,8/19/17 6:48,iOS,US,Michigan,Lincoln Park,MetroPCS,female,18 - 24,1998,Very inappropriate,The safer you are the better the results will be.,Strongly disagree,Agree,Neither agree nor disagree,living_with_partner,zero,high_school,unemployed_looking,other,white,lower_i,,,,,,,,,,,,D2B2B711-B3A1-41E9-9CF4-C18F9A92F9AC
70,-1762146627,8/19/17 6:48,8/19/17 6:48,iOS,US,Michigan,Lincoln Park,MetroPCS,female,18 - 24,1998,Very appropriate,I just think the safer you are the better.,Strongly agree,Agree,Neither disagree nor agree,living_with_partner,zero,high_school,unemployed_looking,other,white,lower_i,,,,,,,,,,,,D2B2B711-B3A1-41E9-9CF4-C18F9A92F9AC
38,-1754191528,8/19/17 6:47,8/19/17 6:47,Android,US,Louisiana,New Orleans,AT&T,female,35 - 44,1973,Somewhat appropriate,Because the director is assuring the patient the hospital is doing every step it can to keep the patient safe.,Agree,Neither agree nor disagree,Agree,separated,five,high_school,homemaker,unemployed,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,524b3a61-0d6e-43d0-8560-98f19f859107
32,-1754191528,8/19/17 6:48,8/19/17 6:48,Android,US,Louisiana,New Orleans,AT&T,female,35 - 44,1973,Somewhat appropriate,He was assuring the patients safety.,Agree,Neither agree nor disagree,Agree,separated,five,high_school,homemaker,unemployed,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,524b3a61-0d6e-43d0-8560-98f19f859107
41,-1752334172,8/21/17 18:25,8/21/17 18:28,Web,US,New York,Rochester,,male,25 - 34,1984,Somewhat appropriate,the style and design of the features with it,Strongly agree,Agree,Disagree,married,one,high_school,employed_for_wages,telecommunications,white,middle_i,,,,,,,,,,,,
34,-1742617421,8/19/17 6:37,8/19/17 6:37,iOS,US,Oregon,Klamath Falls,U.S. Cellular,female,18 - 24,1998,Very appropriate,Let's patients know the risks.,Agree,Neither disagree nor agree,Agree,living_with_partner,zero,high_school,student,student,white,lower_i,,,,,,,,,,,,4B68E4F9-96C1-418B-9FDA-71396F765E5E
26,-1741542250,8/19/17 6:47,8/19/17 6:48,Android,US,Missouri,Saint Charles,Unknown,female,18 - 24,1996,Somewhat appropriate,Because it's a good idea. But he also needs to explain to his patients further in detail.,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,divorced,zero,high_school,employed_for_wages,hotel_and_food_services,white,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3145a9ab-c45f-43ae-a95a-f24da7a031df
48,-1737312300,8/19/17 7:08,8/19/17 7:09,Android,US,California,Norwalk,MetroPCS,female,18 - 24,1995,Somewhat appropriate,Because its not something i pay attention to,Disagree,Neither agree nor disagree,Neither agree nor disagree,single,one,high_school,unemployed_looking,health_care_and_social_assistance,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,89917caf-07e8-4422-a363-b02e246fa12b
49,-1734965882,8/19/17 6:45,8/19/17 6:46,Android,US,Kansas,Unknown,Sprint,female,45 - 54,1970,Neither inappropriate nor appropriate,"The sign might be reassuring to the patient, but at the same time scare the patient.",Agree,Neither agree nor disagree,Neither agree nor disagree,married,one,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,prefer_not_to_say,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7f106b35-f63e-4015-8f03-4b6e2e71edd8
65,-1714670014,8/19/17 7:05,8/19/17 7:06,iOS,US,Oregon,Portland,Sprint,female,18 - 24,1998,Somewhat appropriate,It is important for doctors to easily identify medical conditions and avoid any procedures that may react badly with them.,Neither disagree nor agree,Neither disagree nor agree,Agree,living_with_partner,zero,high_school,unemployed_looking,agriculture_forestry_fishing_or_hunting,white,prefer_not_to_say,,,,,,,,,,,,951CBAA5-D1E3-4DEE-8E5E-D18BF5476006
27,-1702261315,8/19/17 6:36,8/19/17 6:37,Android,US,Arizona,Scottsdale,Unknown,female,> 54,1962,Very appropriate,Because we should be able to flip the badge over and see all of their standards and qualifications they have,Agree,Strongly agree,Agree,married,two,high_school,self_employed,retail,white,middle_i,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,55b68630-ccc2-4777-83a3-e1e9a8d55f7e
52,-1700301427,8/20/17 17:48,8/20/17 17:49,Android,US,Georgia,Marietta,,male,35 - 44,1979,Somewhat appropriate,I think its always a good idea to conztantly examine the best approach,Agree,Disagree,Agree,married,one,university,employed_for_wages,software,white,high_ii,,,,,,,,,,,,
21,-1695242470,8/19/17 7:06,8/19/17 7:06,Android,US,Kansas,Overland Park,Verizon Wireless,female,18 - 24,1994,Very inappropriate,Patients should have a choice and know the risks before anything,Strongly disagree,Disagree,Agree,living_with_partner,two,high_school,homemaker,education,white,lower_ii,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,44e052b1-df69-4c9a-b660-bce4a930bafa
96,-1689129203,8/19/17 6:54,8/19/17 6:57,Android,US,Georgia,Cartersville,AT&T,female,35 - 44,1978,Very appropriate,"You are seeing what method will remind the tech of the safety procedures.  I just am not sure how you will evaluate your results of the experiment, but either way, you are trying to get the techs to follow safety protocol, which is always a good idea.",Neither agree nor disagree,Disagree,Strongly agree,married,three,university,employed_for_wages,health_care_and_social_assistance,white,lower_ii,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,ed3de1c5-4f72-40fc-8cb5-99f1e28a254a
68,-1679611050,8/19/17 6:45,8/19/17 6:47,iOS,US,Ohio,Columbus,,female,25 - 34,1989,Very appropriate,Because patients need to know about the risk of infection and how to take  preventive measures to avoid infection,Strongly agree,Agree,Neither agree nor disagree,living_with_partner,zero,high_school,unemployed_not_looking,homemaker,white,prefer_not_to_say,,,,,,,,,,,,F232DB3D-7FB2-45E9-B59B-0BAE339244F9
14,-1679047152,8/19/17 7:08,8/19/17 7:09,Android,US,Alabama,Birmingham,T-Mobile,female,45 - 54,1967,Somewhat inappropriate,No doctor as no say so,Neither agree nor disagree,Agree,Disagree,separated,one,high_school,unemployed_looking,unemployed,black,prefer_not_to_say,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21f98c47-0bef-44c4-896c-d0d175e18fa0
49,-1678405413,8/19/17 7:06,8/19/17 7:07,iOS,US,California,San Francisco,AT&T,male,45 - 54,1972,Very appropriate,Cause I will know,Strongly agree,Agree,Strongly agree,single,zero,vocational_technical_college,unemployed_looking,unemployed,asian,middle_ii,,,,,,,,,,,,8E8B7D4D-3300-4B9D-A779-F34A5C28F14A
58,-1678405413,8/19/17 7:07,8/19/17 7:07,iOS,US,California,San Francisco,AT&T,male,45 - 54,1972,Very appropriate,So I will know,Agree,Strongly agree,Agree,single,zero,vocational_technical_college,unemployed_looking,unemployed,asian,middle_ii,,,,,,,,,,,,8E8B7D4D-3300-4B9D-A779-F34A5C28F14A
41,-1678405413,8/19/17 7:07,8/19/17 7:07,iOS,US,California,San Francisco,AT&T,male,45 - 54,1972,Very appropriate,So I know,Agree,Strongly agree,Strongly agree,single,zero,vocational_technical_college,unemployed_looking,unemployed,asian,middle_ii,,,,,,,,,,,,8E8B7D4D-3300-4B9D-A779-F34A5C28F14A
67,-1672918313,8/19/17 7:09,8/19/17 7:11,iOS,US,Arizona,Fort Huachuca,Verizon,female,25 - 34,1988,Very appropriate,"I feel it's appropriate to have the precautions handy in case of an emergency. Anything can happen,so it's best to be educated for when the situation arises to follow proper protocol and OSHA standards.",Strongly agree,Agree,Neither agree nor disagree,married,one,high_school,employed_for_wages,retail,white,lower_ii,,,,,,,,,,,,E4C3A0D2-AB02-4BAA-9B60-6D621917B04A
59,-1672355395,8/19/17 6:38,8/19/17 6:39,Android,US,Indiana,South Bend,,female,18 - 24,1998,Very appropriate,"I want the best option for people, If it has to do with the safety of others I feel everyone has the right to know.",Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,high_school,student,arts_entertainment_or_recreation,black,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8d479eb8-459e-4aac-8acc-35c17c476e16
17,-1661653624,8/19/17 6:42,8/19/17 6:43,Android,US,Illinois,Hoffman Estates,Verizon Wireless,male,35 - 44,1974,Very appropriate,It then let's . patients know the doctors who have gone through proper training and protocol,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,married,zero,high_school,unemployed_looking,agriculture_forestry_fishing_or_hunting,white,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2598ae41-aced-43f2-8e54-37b0b2382a1b
79,-1650771519,8/19/17 6:41,8/19/17 6:42,iOS,US,Maryland,Gaithersburg,AT&T,female,25 - 34,1989,Somewhat inappropriate,I just felt it's too much to wait for an year to know which method should be followed..,Strongly agree,Agree,Agree,married,two,postgraduate,employed_for_wages,education,asian,middle_ii,,,,,,,,,,,,98E348F6-7020-4D87-A706-427153C73481
12,-1643871977,8/19/17 7:06,8/19/17 7:07,Android,US,Pennsylvania,Bellefonte,Sprint,female,25 - 34,1990,Very appropriate,He's reminding them of hospital policy and the right way to do this procedure. There's nothing wrong with that,Strongly agree,Strongly agree,Agree,separated,one,vocational_technical_college,unable_to_work,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,15ad052b-b001-4a73-9374-85cf0dc4c435
65,-1638170151,8/19/17 6:49,8/19/17 6:50,Web,US,Florida,Fort Lauderdale,,female,> 54,1962,Very inappropriate,Each group should get the same information in the same way so they know what is going or may happen.,Neither disagree nor agree,Agree,Disagree,widowed,zero,university,retired,retired,white,lower_ii,,,,,,,,,,,,
63,-1620743358,8/19/17 6:38,8/19/17 6:40,iOS,US,California,Long Beach,Boost,female,18 - 24,1997,Very inappropriate,Both patients need to be told the precautions. Not just have them on the wall. For what.? They probably don't read it and it's better if a doctor explains to them. That's how patients are aware of the situation.,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,married,one,postgraduate,employed_for_wages,hotel_and_food_services,hispanic,lower_i,,,,,,,,,,,,FE0D871D-84CD-4701-8264-5CD9E28452AF
13,-1620359843,8/19/17 6:47,8/19/17 6:47,Android,US,Texas,San Antonio,T-Mobile,female,18 - 24,1996,Somewhat inappropriate,Because he should do both,Strongly agree,Strongly agree,Agree,single,zero,vocational_technical_college,unable_to_work,wholesale,white,lower_i,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3140166d-326c-42db-aa63-e0620949d183
10,-1620359843,8/19/17 6:48,8/19/17 6:48,Android,US,Texas,San Antonio,T-Mobile,female,18 - 24,1996,Very appropriate,He should have 3 study  on with everyone one with poster and the other with paper,Strongly disagree,Strongly disagree,Strongly disagree,single,zero,vocational_technical_college,unable_to_work,wholesale,white,lower_i,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3140166d-326c-42db-aa63-e0620949d183
31,-1612503489,8/19/17 6:35,8/19/17 6:36,iOS,US,Florida,Orlando,T-Mobile,female,18 - 24,1997,Very inappropriate,Because it would be putting lives at risk,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,married,zero,high_school,unemployed_looking,other,hispanic,lower_ii,,,,,,,,,,,,4216D038-C317-4B27-B0DA-8439A10A47F9
59,-1593038588,8/19/17 6:42,8/19/17 6:43,iOS,US,Maryland,Silver Spring,AT&T,female,18 - 24,1997,Somewhat appropriate,Because that's my opinion,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,zero,high_school,other,retail,white,lower_i,,,,,,,,,,,,C3575EA6-8590-476C-B102-4540081BAC8B
17,-1572883917,8/19/17 6:47,8/19/17 6:47,Android,US,California,La Puente,MetroPCS,male,25 - 34,1990,Very appropriate,Becos there always precautions in health care,Neither disagree nor agree,Neither disagree nor agree,Agree,single,zero,high_school,student,retail,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2180185b-b022-4e4e-ba3f-15893db7f14d
13,-1572883917,8/19/17 6:47,8/19/17 6:48,Android,US,California,La Puente,MetroPCS,male,25 - 34,1990,Very appropriate,It does matter that the patient and Dr should take precautions,Neither disagree nor agree,Agree,Agree,single,zero,high_school,student,retail,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2180185b-b022-4e4e-ba3f-15893db7f14d
91,-1564300186,8/19/17 6:37,8/19/17 12:21,Android,US,Oklahoma,Oklahoma City,Huawei,female,35 - 44,1980,Very appropriate,It's only right that he be safe while saving lives. That is all.,Neither agree nor disagree,Strongly agree,Agree,divorced,three,high_school,homemaker,homemaker,white,lower_i,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,cad2db85-1c03-413a-b654-eb64e4b2b2d6
78,-1547908387,8/20/17 17:50,8/20/17 17:53,iOS,US,Kentucky,Winchester,AT&T,female,25 - 34,1992,Very appropriate,It's appropriate because I will help determine which method is best,Neither agree nor disagree,Agree,Agree,living_with_partner,one,university,employed_for_wages,processing,white,lower_ii,,,,,,,,,,,,98DFB023-2014-4233-8410-4360B411B0F8
57,-1543446041,8/19/17 6:48,8/19/17 6:48,Android,US,Illinois,Sparta,Unknown,male,25 - 34,1987,Very appropriate,So the patient doesn't die.,Agree,Agree,Agree,single,zero,high_school,other,other,white,lower_i,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9dfe217e-5c72-412c-be56-d5227d59d320
65,-1543422667,8/19/17 6:36,8/19/17 6:37,iOS,US,Illinois,Chatham,AT&T,female,18 - 24,1993,Very appropriate,The doctor is making sure the patients are aware of the risks associated with the procedure.,Agree,Neither disagree nor agree,Agree,living_with_partner,one,vocational_technical_college,homemaker,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,AC769120-DF02-4667-8536-7367E4784A16
106,-1538686805,8/19/17 6:35,8/19/17 6:36,Android,US,Michigan,Detroit,Sprint,female,18 - 24,1998,Somewhat appropriate,No,Disagree,Disagree,Strongly disagree,married,one,high_school,unemployed_not_looking,agriculture_forestry_fishing_or_hunting,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,b5aedb8a-ee61-4c09-b7f1-7694bb18bdf3
2,-1533181846,8/19/17 7:08,8/19/17 7:08,Android,US,Nebraska,Omaha,Verizon Wireless,female,45 - 54,1968,Somewhat appropriate,I think its a good way to find a better procedure,Strongly disagree,Strongly disagree,Strongly agree,divorced,four,high_school,unemployed_not_looking,unemployed,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0f2e47fd-dac4-451b-bb67-985ae7673882
83,-1532479047,8/19/17 7:10,8/19/17 7:11,Android,US,Indiana,Indianapolis,,female,45 - 54,1969,Neither appropriate nor inappropriate,The emphasis on location of procedure guidelines has no bearing on whether or not such a procedure is even relevant,Agree,Neither disagree nor agree,Agree,married,one,high_school,unable_to_work,unemployed,white,prefer_not_to_say,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,d3f6abda-fd85-403f-be5a-4ed447c95013
0,-1523972522,8/19/17 6:41,8/19/17 6:41,Android,US,Virginia,Crozet,U.S. Cellular,male,25 - 34,1992,Very inappropriate,Idk,Agree,Agree,Agree,married,zero,vocational_technical_college,self_employed,agriculture_forestry_fishing_or_hunting,white,lower_i,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,006661e5-bb5b-40da-a0b8-7307e63cc3c3
63,-1522434549,8/19/17 6:55,8/19/17 6:58,Android,US,Nevada,Las Vegas,MetroPCS,female,35 - 44,1981,Somewhat inappropriate,It's ridiculous to think that it printed on the back of a badge means anything the drs should already know the procedure by heart,Agree,Agree,Agree,married,four,vocational_technical_college,employed_for_wages,arts_entertainment_or_recreation,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,934621cf-d953-4ae9-b299-1b0c5cd7d0fd
1,-1520098149,8/19/17 6:52,8/19/17 6:53,Android,US,Unknown,Unknown,Boost Mobile,female,18 - 24,1994,Very appropriate,Hey Rossy the weekend of the park in l 5dollar and the park in l l and of itself as well as a dejar salir and,Strongly disagree,Strongly disagree,Disagree,single,one,postgraduate,other,other,latino,prefer_not_to_say,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,04b4defd-672c-4d64-a06e-7b17379e1bc9
63,-1515347095,8/19/17 6:38,8/19/17 6:47,iOS,US,Florida,Winter Haven,T-Mobile,female,18 - 24,1997,Very appropriate,why i chose this option is because of how it relates to the situation that was described,Strongly agree,Neither disagree nor agree,Agree,living_with_partner,one,high_school,unemployed_looking,unemployed,black,lower_i,,,,,,,,,,,,F71F90DA-AEA5-421A-A031-234621732B91
82,-1494293856,8/19/17 6:47,8/19/17 6:48,Web,US,Texas,Killeen,,male,> 54,1962,Neither appropriate nor inappropriate,"I don't think having a card attached to ones clothing is going to change the way a person goes about ones business.  The tendency will be to forget the card is even there.  If they want to attach one, fine, no harm done.",Agree,Neither disagree nor agree,Agree,married,zero,vocational_technical_college,retired,retired,white,middle_i,,,,,,,,,,,,
69,-1483795769,8/19/17 6:38,8/19/17 6:47,iOS,US,Washington,Seattle,T-Mobile,female,18 - 24,1998,Somewhat inappropriate,I chose this answer because I don't think its safety nor neither appropriate to have a list hanging in their clothing plus it's not sanitary if it's been touched by many.,Neither agree nor disagree,Agree,Agree,single,zero,high_school,student,arts_entertainment_or_recreation,prefer_not_to_say,lower_ii,,,,,,,,,,,,FDE83C8A-DC66-42BE-8DFB-AF5736BEF1E0
