pid,cond,condLabel,dv,dv_binary,FreeResponse,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatPollfishLabelCode,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish
535,ABS,bp_short,3,0,"The prompt isn't explained clearly. I don't understand the differences. Are both groups being given the same procedure, but for one the doctor explains it and the other it is just on a wall to be read? I don't understand the significance of the ID and the poster.",1251629401,4,3,4,2,1,1,4,0,29,0,3,0,2,0,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
536,ABS,bp_short,3,0,I think it is ok to have the posters but I think they should still explain to everyone.,-1847231531,4,4,4,2,2,0,3,1,29,0,1,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
537,ABS,bp_short,3,0,Not quite sure,1604321955,4,4,4,2,2,0,3,1,44,1,3,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
538,ABS,bp_short,3,0,I dont feel that either option is good or bad or the answer to solving the problem. As ddocctors they should be aware of thes precautions without a poster or a name badge with instructions,-1099307278,3,4,3,3,2,0,3,1,55,1,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
539,ABS,bp_short,3,0,I don't know what this means.,1722102820,1,1,1,5,2,0,3,1,55,1,2,0,1,0,7,0,1,SA&WC,0,0,1,0,0.00,HiToLo
540,ABS,bp_short,4,0,"I chose this answer, because i agree that if it saves lives than it should be done. Medical technology has gone far in the past years and hospitals are becoming more sanitary therefore less infection.",1212621418,3,3,4,2,1,1,3,1,23,0,2,0,-1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
541,ABS,bp_short,4,0,Very uncomfortable with tubes,1556008736,5,4,4,2,1,1,4,0,30,0,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
542,ABS,bp_short,4,0,I think if the instruction are printed on a card with the dr the chances of not following them correctly are slim which will cause less chance of infection,687150773,4,4,4,2,2,0,3,1,53,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
543,ABS,bp_short,4,0,"Well the safety issues with a person injecting themselves with no prior knowledge only a poster of instructions, but on the other hand people do this on a daily basis by themselves. A diabetic patient can use syringes to inject insulin, also drug atticts. So it wouldn't be that bad. The results will definitely render a clear score.",-2144420904,3,3,4,2,1,1,3,1,30,0,3,0,2,0,8,0,1,SA&WC,0,0,1,0,0.00,HiToLo
544,ABS,bp_short,4,0,I think it's not that appropriate for a doctor to do that which it can lead to infections on patients,423609327,4,4,4,2,2,0,3,1,25,0,2,0,1,0,10,1,1,SA&WC,1,1,0,0,1.00,HiToLo
545,ABS,bp_short,4,0,"I feel these kind of things would be common procedure, you should be able to trust.the information they provide whether it is from a doctor or a sign on the wall.",1723472269,3,4,5,1,1,1,3,1,30,0,2,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
546,ABS,bp_short,4,0,Because I think it's the right one,648239393,4,2,3,3,2,0,2,0,19,0,2,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
547,ABS,bp_short,4,0,It seems appropriate to see the difference in what works better visually or to have it on them.,1360656202,3,2,5,1,2,0,3,1,31,0,2,0,2,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
548,ABS,bp_short,4,0,Because if necessary to save someone's life then you should try even if it means that it might not turn out the way you want it,-466548383,4,4,3,3,2,0,3,1,25,0,2,0,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
549,ABS,bp_short,4,0,I just think that if real needed then need to,1478752104,2,3,4,2,2,0,4,0,19,0,2,0,3,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
550,ABS,bp_short,4,0,"As long as the information is available  and easy to follow, both have access.",-1107714197,2,1,3,3,2,0,3,1,55,1,6,1,1,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
551,ABS,bp_short,4,0,I think the patients should know how the procedure goes.,1464715904,3,3,2,4,1,1,5,0,17,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
552,ABS,bp_short,4,0,So the patient knows which doctor knows how to do the surgery and so the patient doesn't get any bacteria.,1394080989,5,4,4,2,2,0,2,0,39,1,1,0,-1,0,11,1,0,SA&WC,1,0,0,0,0.00,HiToLo
553,ABS,bp_short,4,0,Treatment by looking at the precautions hanged on the wall can post difficulties.,1468037649,5,5,4,2,1,1,1,0,32,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
554,ABS,bp_short,4,0,Becuase what is each pachent getting out of the tests. And each one should be treated the same way,1692477424,4,4,3,3,1,1,3,1,24,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
555,ABS,bp_short,4,0,Yes,-1933496363,2,5,3,3,2,0,2,0,41,1,4,1,2,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
556,ABS,bp_short,4,0,"Fhkmcq lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",1544657969,4,3,3,3,1,1,2,0,47,1,2,0,4,1,10,0,1,SA&WC,0,0,0,1,0.00,HiToLo
557,ABS,bp_short,4,0,You never know what could happen. Either option could work. With different people,729463449,3,3,3,3,2,0,3,1,28,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
558,ABS,bp_short,4,0,It's nice to have the information handy. Although it shouldn't be needed with an education in the medical field.,946100616,4,4,3,3,2,0,3,1,27,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
559,ABS,bp_short,2,1,"Well if the precautions are on the back, what if the patient never sees them. They should make the patients read the list before going through with the procedure.",-813168497,5,4,4,2,1,1,2,0,26,0,4,1,2,0,11,1,1,SA&WC,1,0,1,0,0.00,HiToLo
560,ABS,bp_short,2,1,I chose this decision because there are much safer ways to go about this testing.,-126414117,4,4,5,1,-1,0,5,0,NA,1,-1,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
561,ABS,bp_short,2,1,I think they should patient consent,-1096291960,1,2,5,1,2,0,1,0,42,1,3,0,3,0,4,0,0,SA&WC,0,0,0,0,0.00,HiToLo
562,ABS,bp_short,2,1,It makes sense to me. Some rights aren't right.,1464698122,3,3,4,2,2,0,5,0,24,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
563,ABS,bp_short,2,1,Because I needed dice rolls XD and I really have no clue what any of this said I just skimmed through and it sounded dumb as hell tbh.. Lolol,404886948,2,4,4,2,2,0,3,1,25,0,2,0,1,0,8,0,1,SA&WC,0,0,0,1,0.00,HiToLo
564,ABS,bp_short,2,1,i thought it?was the best decision,-730037716,4,5,2,4,2,0,5,0,39,1,2,0,2,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
565,ABS,bp_short,2,1,Because they should have done all the procedures the same.,-89870685,4,4,3,3,2,0,2,0,28,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
566,ABS,bp_short,2,1,Because why would you do an experiment on why somebody has a condition when you could just test them one by one. So that way the patients have some sort of connection with you being the doctor.,-1041424098,4,3,5,1,2,0,5,0,18,0,2,0,-1,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
567,ABS,bp_short,2,1,"In the medical field, putting patients knowingly in harms way is not ethical. Also it was not explained whether the patients consented to being a part of this experiment as well. If they did not, this is not ethical or moral on the facility and doctors part.",-1039687677,5,2,5,1,2,0,3,1,24,0,3,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
568,ABS,bp_short,2,1,I don't like the infection risk,-1104739508,1,1,5,1,2,0,3,1,39,1,2,0,4,1,3,0,0,SA&WC,0,0,0,0,0.00,HiToLo
569,ABS,bp_short,2,1,I feel as if the doctor should have just taken past deaths and studies the results. I do not feel it is right to take healthy humans and put them in a situation where they could die...especially if it is known beforehand that they may die.,-1343893390,1,2,4,2,2,0,3,1,22,0,2,0,3,0,5,1,0,SA&WC,1,0,0,0,0.00,HiToLo
570,ABS,bp_short,2,1,Because I would not want to be lied to. Don't give a doctor a badge if he didn't earn it. Nor try things that course possibly kill me,-1978141334,3,2,3,3,2,0,3,1,24,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
571,ABS,bp_short,2,1,"Each patient should be told directly, not by a poster.",1225406064,5,4,4,2,2,0,3,1,34,1,4,1,1,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
572,ABS,bp_short,2,1,Both groups should have the sign were it can be easily read,-718546869,2,3,4,2,1,1,3,1,43,1,1,0,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
573,ABS,bp_short,2,1,I feel its not right but if neccisary then do it,1695700092,2,2,3,3,1,1,3,1,21,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
574,ABS,bp_short,5,0,It is designed to reduce infections. It will investigate the best way to inform doctors,938284954,1,4,4,2,1,1,3,1,55,1,4,1,4,1,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
575,ABS,bp_short,5,0,I choose that option because some people feel better not knowing and some feel better knowing I for one don't want to know all the bad that can happen in a procedure or testing unless it's a 55%+ chance of death.,1337665329,3,3,4,2,2,0,3,1,27,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
576,ABS,bp_short,5,0,Because it is fair that way,-1886694297,3,1,4,2,2,0,1,0,31,0,2,0,3,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
577,ABS,bp_short,5,0,"This will help prevent patients from getting an infection from the needle. If this occurs, more patients can be cured with a limited risk of infection.",1622772244,4,4,4,2,2,0,3,1,22,0,4,1,5,1,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
578,ABS,bp_short,5,0,All health risk should be divulged to patients.,-675649629,2,2,4,2,2,0,1,0,23,0,3,0,6,1,6,1,1,SA&WC,1,0,1,0,0.00,HiToLo
579,ABS,bp_short,5,0,I would like to know every thing before a procedure,1966436677,3,3,4,2,2,0,3,1,26,0,2,0,3,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
580,ABS,bp_short,5,0,Common knowledge,1891457836,3,3,3,3,2,0,3,1,31,0,2,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
581,ABS,bp_short,5,0,This experiment does not pose any additional threat or risk of infection that did not already exist. I see no harm in he experiment.,-843699724,3,4,3,3,2,0,2,0,55,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
582,ABS,bp_short,5,0,It puts people at ease,-1026304368,5,4,5,1,2,0,2,0,27,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
583,ABS,bp_short,5,0,The doctor's are always very professional,1414804917,5,4,3,3,1,1,2,0,18,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
584,ABS,bp_short,5,0,Cause,1957975914,1,1,1,5,2,0,3,1,19,0,2,0,-1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
585,ABS,bp_short,5,0,Safetly first,-1429743666,5,5,5,1,2,0,3,1,27,0,2,0,-1,0,11,1,0,SA&WC,2,0,0,0,0.00,HiToLo
586,ABS,bp_short,5,0,Because part of the job I'd being a doctor is to do whatever you can to benefit the patient. Such as taking every precautionary step they can take to ensure good health in their patient.,-1020362874,5,5,4,2,2,0,3,1,25,0,3,0,2,0,12,1,0,SA&WC,1,0,0,0,0.00,HiToLo
587,ABS,bp_short,5,0,I'm a premed student and these trials are how we learn. The director needs to fine the best possible solution and this trial is needed for the best outcome.,-1262002347,5,3,5,1,2,0,2,0,24,0,2,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
588,ABS,bp_short,5,0,Its important to have things listed whether you think a person knows them or not.,896056718,2,4,4,2,2,0,4,0,22,0,2,0,1,0,8,1,0,SA&WC,2,0,0,0,0.00,HiToLo
589,ABS,bp_short,5,0,Because it is important for others to be able to see this information readily. It creates a more fuctional design.,1130443920,1,4,3,3,1,1,3,1,41,1,2,0,1,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
590,ABS,bp_short,5,0,"I assume the director will be going through a research integrity agency to approve research within the workplace among human subjects. Under those conditions, it's entirely appropriate.",-1137125854,3,4,2,4,1,1,3,1,25,0,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
591,ABS,bp_short,5,0,Because we are all human and oders have more ability to learn about precautions with neddles however does precautions should be learned and knowledgeable by memory of a doctor,-1125683423,3,4,3,3,2,0,2,0,18,0,2,0,-1,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
592,ABS,bp_short,5,0,Both situations allow people to obtain info about side effects.,522117598,3,4,4,2,2,0,3,1,24,0,2,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
593,ABS,bp_short,5,0,Life liberty and freedom of speech play a big roll in this act of speech.,-773031346,4,4,3,3,2,0,-1,0,25,0,2,0,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
594,ABS,bp_short,5,0,"Tests need to be unbiased, otherwise they cant be accurate.",2073001627,4,4,2,4,2,0,3,1,34,1,3,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
595,ABS,bp_short,5,0,B d cause,-1363143066,5,3,3,3,2,0,3,1,35,1,3,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
596,ABS,bp_short,5,0,It is very appropriate for doctors and hospitals to give every precaution available. It is your job as a patient to try to understand and read everything the doctor is doing.,-803285847,3,3,4,2,2,0,3,1,27,0,3,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
597,ABS,bp_short,5,0,why i chose this option is because of how it relates to the situation that was described,-1515347095,5,3,4,2,2,0,1,0,20,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
598,ABS,bp_short,5,0,"because it did not require a big surgery instead it is done with tube. cos effective, less painful and convenient solution",-794963259,3,2,5,1,1,1,3,1,40,1,1,0,5,1,6,0,1,SA&WC,0,0,1,0,0.00,HiToLo
599,ABS,bp_short,5,0,Na,-1410655728,3,3,3,3,2,0,3,1,32,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
600,ABS,bp_short,5,0,Safety is one number priority in hospitals settings.,-971419302,5,5,5,1,2,0,1,0,25,0,3,0,3,0,11,1,0,SA&WC,1,0,0,0,0.00,HiToLo
601,ABS,bp_short,5,0,Because there should always be precautions to take out in words so that way the doctor can't say he forgot because there either on his id or a poster,492949315,1,5,2,4,1,1,3,1,21,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
602,ABS,bp_short,5,0,It's good to be organized,474888233,5,1,3,3,1,1,2,0,30,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
603,ABS,bp_short,5,0,Nothing,-1091314887,3,3,3,3,2,0,2,0,36,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
604,ABS,bp_short,5,0,Because the doctor should have explained before hand,-861517316,1,1,5,1,1,1,3,1,25,0,4,1,2,0,3,0,1,SA&WC,0,0,1,0,0.00,HiToLo
605,ABS,bp_short,1,1,Bartle do.,2123020368,5,5,5,1,1,1,3,1,19,0,4,1,7,1,11,0,1,SA&WC,0,0,0,1,0.00,HiToLo
606,ABS,bp_short,1,1,He needs consent.,1481459783,3,3,4,2,2,0,5,0,34,1,4,1,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
607,ABS,bp_short,1,1,Having someone pretending to be a medical professional is very dangerous and not safe. They more than likely do not know what their doing.,771923773,1,3,4,2,2,0,3,1,23,0,2,0,1,0,6,0,1,SA&WC,0,0,1,0,0.00,HiToLo
608,ABS,bp_short,1,1,Why would he give a job to someone who just started makes no sense especially not knowing if it can cause more danger to his patients.. So the new doctor can be the blame for it oh noo noo noo..,1952080537,3,3,3,3,2,0,2,0,27,0,2,0,1,0,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
609,ABS,bp_short,1,1,I wouldn't risk the patient following the instructions,-1216396651,2,1,5,1,2,0,2,0,30,0,2,0,3,0,4,0,0,SA&WC,0,0,0,0,0.00,HiToLo
610,ABS,bp_short,1,1,They have no previous training in handling/inserting the item,791405673,2,2,4,2,2,0,-1,0,24,0,2,0,3,0,6,0,1,SA&WC,0,0,1,0,0.00,HiToLo
611,ABS,bp_short,1,1,He should treat all people with the best treatment we the people are not experiment s,1873171127,3,3,1,5,2,0,3,1,30,0,1,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
612,ABS,bp_short,1,1,It doesn't say that they are experience with the procedure.,1765564219,5,2,4,2,1,1,2,0,45,1,4,1,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
613,ABS,bp_short,1,1,Good,598611,5,5,4,2,1,1,5,0,26,0,6,1,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
614,ABS,bp_short,1,1,Each group should get the same information in the same way so they know what is going or may happen.,-1638170151,3,4,2,4,2,0,3,1,55,1,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
615,ABS,bp_short,1,1,it is unethical to use your patiants as test subjects,1782592812,1,1,5,1,1,1,3,1,28,0,2,0,2,0,3,0,0,SA&WC,0,0,0,0,0.00,HiToLo
616,ABS,bp_short,1,1,It seems as though this procedure is not being taken seriously enough based on the mentioned description.,753926186,5,4,5,1,2,0,3,1,40,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
617,ABS,bp_short,1,1,Because despite signing something bad may happen,394266983,5,4,4,2,1,1,3,1,26,0,6,1,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
618,ABS,bp_short,1,1,Because your risking someone's life and just using them as a test dummy,-382748480,5,4,5,1,2,0,1,0,18,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
619,ABS,bp_short,1,1,Go with the best,-1939830776,3,4,3,3,2,0,2,0,35,1,3,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
620,ABS,bp_short,1,1,People are chosen at random without consent,-57172443,2,3,1,5,2,0,2,0,18,0,2,0,2,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
621,ABS,bp_short,1,1,"When it comes to peoples lives, tests shouldnt be done in that manner without the patients consent.",-106383563,5,4,4,2,2,0,2,0,32,0,3,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
622,ABS,bp_short,1,1,It doesn't make sense to put procedure of something being done to a patient on their back how the hell are they supposed to know unless of course it's a Target and you just want to like shoot them or something out I'm not really sure,-678531327,1,1,5,1,2,0,3,1,36,1,3,0,2,0,3,0,1,SA&WC,0,0,1,0,0.00,HiToLo
623,xB,poster,3,0,I don't think its right,579042784,5,5,5,1,2,0,3,1,30,0,2,0,-1,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
624,xB,poster,3,0,"It could save lives, which is good, but it can also lead to infections, which is bad",-1352873550,4,3,3,3,2,0,2,0,20,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
625,xB,poster,3,0,I'm not too sure why I put that answer but I would thank that because he put up the sign to let patients know before he does the procedure therefore its not appropriate nor inappropriate.,-1090185792,2,3,3,3,2,0,5,0,19,0,2,0,-1,0,8,0,1,SA&WC,0,0,1,0,0.00,LoToHi
626,xB,poster,3,0,"We never really know if something works until we try it. If you try and you fail, you could end someone's life. But if you succeed, then you could save someone's life. I mean, honestly it sucks because you have to take that risk. That's the only way you will find out what is affective and what is not.",781094847,4,4,3,3,2,0,-1,0,26,0,2,0,-1,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
627,xB,poster,3,0,Because we gotta just learn to get in the same  page as everyone...get along with everyone,-1301291989,1,2,3,3,1,1,2,0,31,0,2,0,1,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
628,xB,poster,3,0,Because you can not assume what will be appropriate for one client. What is appropriate for one may be inappropriate to another,-933610399,4,2,5,1,2,0,5,0,31,0,4,1,2,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
629,xB,poster,3,0,It just seemed right. I believed it is optional,-994133184,4,4,5,1,1,1,3,1,43,1,4,1,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
630,xB,poster,3,0,Because it would be sort of helpful,-2043004492,3,1,3,3,2,0,-1,0,22,0,2,0,7,1,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
631,xB,poster,3,0,It depends on the situation.,-1314199673,2,3,4,2,2,0,3,1,27,0,2,0,1,0,7,1,0,SA&WC,2,0,0,0,0.00,LoToHi
632,xB,poster,3,0,Idk,-836257546,4,1,2,4,1,1,2,0,20,0,6,1,1,0,9,1,0,SA&WC,2,0,0,0,0.00,LoToHi
633,xB,poster,3,0,Not sure why didn't understand,-1246547118,4,5,1,5,2,0,3,1,41,1,2,0,-1,0,14,0,1,SA&WC,0,0,1,0,0.00,LoToHi
634,xB,poster,3,0,"The sign might be reassuring to the patient, but at the same time scare the patient.",-1734965882,4,3,3,3,2,0,3,1,47,1,3,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
635,xB,poster,3,0,Because while it's good to inform the patient it's something that can make some people fearful and is something that should be discussed with a patient,-1764085350,1,4,3,3,2,0,3,1,48,1,3,0,-1,0,8,0,1,SA&WC,0,0,1,0,0.00,LoToHi
636,xB,poster,3,0,I don't believe the list on the wall will make it less dangerous. They are more aware and cautious of the outcomes which is good but it doesn't better the issue.,500256191,4,4,4,2,2,0,4,0,20,0,4,1,-1,0,10,1,0,SA&WC,1,0,0,0,0.00,LoToHi
637,xB,poster,3,0,Everyone is different and sometimes things don't go as planned,1128799486,3,3,3,3,2,0,3,1,27,0,1,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
638,xB,poster,3,0,"i'd have to see the poster, but it sounds like it might be vital information",1319739835,3,2,4,2,2,0,1,0,37,1,4,1,4,1,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
639,xB,poster,3,0,Shouldn't the doctor explain this himself,-2051530792,4,4,3,3,2,0,3,1,28,0,2,0,1,0,11,0,1,SA&WC,0,0,1,0,0.00,LoToHi
640,xB,poster,3,0,I really did not havve a reason to why I chose this option,1396739205,2,3,3,3,1,1,3,1,29,0,2,0,1,0,8,0,1,SA&WC,0,0,0,1,0.00,LoToHi
641,xB,poster,3,0,As long as theres consent its okay,-57172443,4,2,3,3,2,0,2,0,18,0,2,0,2,0,9,1,0,SA&WC,2,0,0,0,0.00,LoToHi
642,xB,poster,4,0,Sometimes it has to be down,-1060238223,5,4,4,2,2,0,2,0,34,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
643,xB,poster,4,0,Because it's a good idea. But he also needs to explain to his patients further in detail.,-1741542250,3,3,5,1,2,0,3,1,21,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
644,xB,poster,4,0,I feel like this would be appropriate because it would be a visual reminder to the staff to follow all procedures correctly. I also feel like it would be appropriate because patients would be able to look at it and make sure the staff was doing it correctly.,1380702278,4,3,3,3,2,0,3,1,32,0,4,1,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
645,xB,poster,4,0,Reminds staff of precautions and makes patients more aware of what to expect.,401987727,3,3,3,3,2,0,3,1,55,1,4,1,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
646,xB,poster,4,0,Because medical treatment is very important,-1137512149,5,5,4,2,2,0,3,1,24,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
647,xB,poster,4,0,Because the director is assuring the patient the hospital is doing every step it can to keep the patient safe.,-1754191528,4,3,4,2,2,0,3,1,44,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
648,xB,poster,4,0,Because i can see it saving life in a fast matter.,1906029711,5,1,1,5,2,0,2,0,27,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
649,xB,poster,4,0,All treatment should be read and followed direction from doctor and patients,767013446,4,4,4,2,2,0,2,0,27,0,6,1,1,0,10,1,0,SA&WC,2,0,0,0,0.00,LoToHi
650,xB,poster,4,0,Good to know information,23638035,3,4,2,4,2,0,2,0,55,1,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
651,xB,poster,4,0,It's somewhat appropriate to post the procedure in every room. It can scare patients who really need the tubes inserted into a vein. Life over death situation.,-149600672,2,5,4,2,2,0,3,1,20,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
652,xB,poster,4,0,Because I would want all the information I could have and want my dr to know it to,-1766993405,3,3,4,2,2,0,3,1,26,0,2,0,2,0,8,1,0,SA&WC,1,0,0,0,0.00,LoToHi
653,xB,poster,4,0,I feel as long as there info put up in place where you can see you know the danger of this procedure.,552684946,4,4,3,3,2,0,2,0,36,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
654,xB,poster,2,1,Training should be done away from the eyes of patients. not a sing on the wall to scare them.,813064291,1,1,5,1,1,1,3,1,36,1,4,1,3,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
655,xB,poster,2,1,Very uncomfortable,1556008736,5,4,4,2,1,1,4,0,30,0,4,1,2,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
656,xB,poster,2,1,I wouldn't like it.  it's uncomfortable.,617361560,5,4,4,2,2,0,5,0,28,0,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
657,xB,poster,2,1,Hi,-1426591519,1,4,4,2,1,1,2,0,26,0,2,0,2,0,7,0,1,SA&WC,0,0,0,1,0.00,LoToHi
658,xB,poster,2,1,There finding new ways to cure a disase,-684594224,3,3,4,2,2,0,2,0,22,0,1,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
659,xB,poster,2,1,Could mean life or death infection,137135973,3,4,3,3,2,0,3,1,55,1,3,0,4,1,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
660,xB,poster,2,1,Some infections cant be treated,394266983,5,3,5,1,1,1,3,1,26,0,6,1,1,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
661,xB,poster,2,1,I feel it's not r ight. It could kill you,-1978141334,2,2,2,4,2,0,3,1,24,0,2,0,1,0,8,1,0,SA&WC,2,0,0,0,0.00,LoToHi
662,xB,poster,2,1,Because the doctor should have explained the procedure beforehand,-861517316,1,1,4,2,1,1,3,1,25,0,4,1,2,0,4,1,1,SA&WC,1,0,1,0,0.00,LoToHi
663,xB,poster,5,0,So the pricedure is visable at all times to anyone involved with them. This will cut down on possible mishaps.,1523104992,3,4,5,1,2,0,2,0,32,0,3,0,3,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
664,xB,poster,5,0,Because my dad died do to staff. If we knew how to prevent it we could helped,1943935203,4,4,5,1,1,1,3,1,40,1,1,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
665,xB,poster,5,0,The decision has no harmful side effects and could only make things safer. Also it would be good for the patients to see the correct procedures so they could notice if there was a problem,1956017725,3,3,4,2,2,0,3,1,26,0,2,0,4,1,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
666,xB,poster,5,0,Already answered this survey,-1367211211,3,3,5,1,2,0,3,1,26,0,3,0,2,0,7,1,1,SA&WC,1,0,0,1,0.00,LoToHi
