pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish,Misunderstand,IrrelUnclearOther
560,B,Drug.B,5,0,"As the doctor he sought the best course for the patient, which is highly appropriate for a doctor to do.",24,41260216,female,0,white,1,31,0,postgraduate,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
561,B,Drug.B,3,0,if it is alright why is it wrong,15,-1733425884,female,0,black,0,20,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
562,B,Drug.B,5,0,there both the same statement and mean the same thing,17,-760946520,female,0,black,0,39,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
563,B,Drug.B,5,0,I think the patient care is important. It should be specific for the patient,37,-558694463,female,0,white,1,25,0,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
564,B,Drug.B,5,0,They are both viable options.,6,1870413096,male,1,white,1,39,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
565,B,Drug.B,5,0,"if one medicine is as good as the other available, a dr can prescribe whichever he or she chooses",33,1515064788,female,0,white,1,42,1,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
566,B,Drug.B,4,0,I think it makes sense,11,-1487894803,female,0,white,1,35,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
567,B,Drug.B,5,0,You have to trust the reason why,34,-1168061257,female,0,white,1,52,1,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
568,B,Drug.B,5,0,Because he is trying to gives us a medication that is right for us,29,-1284336524,female,0,white,1,28,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
569,B,Drug.B,2,1,Because both drugs lower blood pressure,42,754601629,female,0,white,1,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
570,B,Drug.B,4,0,If the two medicines don't have a difference then it doesn't really matter.,42,-264401266,male,1,latino,0,16,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
571,B,Drug.B,5,0,"I chose it because as a doctor, he will know best going through so many years of school and also because it's the most efficient.",57,-925695141,female,0,other,0,57,1,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
572,B,Drug.B,4,0,Good,14,-1585875327,male,1,hispanic,0,22,0,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
573,B,Drug.B,5,0,Love it,9,1154520474,male,1,white,1,26,0,high_school,0,high_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
574,B,Drug.B,3,0,Dr's make hard but educated decisions. Neither is likely wrong.,121,2110633365,male,1,white,1,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
575,B,Drug.B,5,0,Just did,18,-366856195,female,0,white,1,54,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
576,B,Drug.B,5,0,Because he wants the one that works the best for them,15,-1204795793,female,0,white,1,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
577,B,Drug.B,3,0,I can't decide,13,582583553,female,0,white,1,32,0,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
578,B,Drug.B,5,0,Because that's what I chose,62,651165813,female,0,hispanic,0,41,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
579,B,Drug.B,1,1,Patients need to know their options to choose what is best for them. Doctors tend to perscribe what makes THEM money not what will truly help the patient. The patient knows their body best and should know all of the options,137,1210270186,female,0,white,1,39,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
580,B,Drug.B,4,0,It depends on the person. Some High blood pressure medications make people cough and have a dry mouth while others give headaches. As long as they treat the problem for the same price as comparable drugs then it shouldn't matter.,228,-90260457,male,1,white,1,22,0,vocational_technical_college,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
581,B,Drug.B,5,0,Na,2,1672793985,female,0,white,1,31,0,high_school,0,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
582,B,Drug.B,5,0,treats everyone equal,20,1950595915,female,0,hispanic,0,42,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
583,B,Drug.B,3,0,not sur,7,2051547341,female,0,white,1,31,0,high_school,0,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
584,B,Drug.B,5,0,Because he is doing the right thing,16,320753077,female,0,white,1,22,0,high_school,0,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
585,B,Drug.B,3,0,Because vi have no opinion,25,627496587,female,0,white,1,44,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
586,B,Drug.B,5,0,Good choice,22,449511225,female,0,white,1,42,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
587,B,Drug.B,5,0,Pois é melhor resposta para tudo,61,1090609308,male,1,black,0,25,0,postgraduate,1,middle_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
588,B,Drug.B,3,0,As long as hes basing his opinion on which medication would work best for the patient not what the company who made the medication is doin for him,84,-1938302002,male,1,white,1,41,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
589,B,Drug.B,4,0,Seems fir,13,1351756640,male,1,white,1,35,1,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
590,B,Drug.B,5,0,If both of them work the same and are the same price he is being consistent.,20,1626948814,female,0,white,1,38,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
591,B,Drug.B,4,0,Did not understand all of the story or what it really means for sure,57,-596246463,female,0,white,1,52,1,middle_school,0,lower_i,0,1,SA&WC,0,0,1,0,reverse,HiToLo,,
592,B,Drug.B,4,0,This  is so true,17,-201505742,male,1,asian,0,47,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
593,B,Drug.B,3,0,Indoor zks k x z nj jz xo b. I sbjsxjka d no bsbd ko s. Sjns k f k d k d b d d.djd did,12,942483831,female,0,multiracial,0,52,1,vocational_technical_college,0,high_i,1,1,SA&WC,0,0,0,1,reverse,HiToLo,,
594,B,Drug.B,5,0,Both are affordable and patients can tolereate side effects,28,-1684281236,female,0,white,1,32,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
595,B,Drug.B,3,0,"Because both drugs are fine. If he chooses to stick with one, it doesn't make a difference.",27,-68916440,male,1,hispanic,0,30,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
596,B,Drug.B,5,0,Because he concern about patient,15,-557682036,female,0,white,1,31,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
597,B,Drug.B,5,0,I just like this option,15,-183379710,female,0,white,1,40,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
598,B,Drug.B,3,0,"it says each of those drugs has its own side effects, so I know that both of them are going to treat high blood pressure patients despite thier side effects. Also, may be the doctor chose  B instead of A depending on the patient health status( B may have minimal side effects fo this patient)",246,-405135814,female,0,arab,0,26,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
599,B,Drug.B,3,0,I chose this opinion because as it stated both are good and treat what they need. They also said the side effects were tolerable making either medication appropriate.,64,2105278549,male,1,prefer_not_to_say,,36,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
600,B,Drug.B,3,0,Doesnt matter,6,-1714502244,male,1,white,1,29,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
601,B,Drug.B,5,0,If both options medication are affective and safe for patient the doctor can choice either one since they will work for the patient,68,2076525639,female,0,white,1,35,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
602,B,Drug.B,4,0,Don't know if i could get the job of the last time a couple years ago but I'm not,12,220757234,female,0,prefer_not_to_say,,23,0,high_school,0,prefer_not_to_say,,1,SA&WC,0,0,0,1,fixed,LoToHi,,
603,B,Drug.B,3,0,Cause it could go either way,90,1866929418,male,1,white,1,45,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
604,B,Drug.B,5,0,Because he cares about his patients enough to try and give them the best care possible,38,913626413,male,1,white,1,29,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
605,B,Drug.B,2,1,That's my best choice for me,71,1595367401,male,1,white,1,46,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
606,B,Drug.B,1,1,None,4,-1387191393,male,1,hispanic,0,43,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
607,B,Drug.B,4,0,Idk,9,837214550,male,1,prefer_not_to_say,,22,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
608,B,Drug.B,1,1,Not sure,11,-219529031,male,1,white,1,27,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
609,B,Drug.B,4,0,He wants them to get the best care so he chose the best medicine.,21,1568770475,female,0,white,1,42,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
610,B,Drug.B,3,0,It seems like it fit into the scenario since doctors were prescribing both.,65,853060186,male,1,white,1,31,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
611,B,Drug.B,4,0,It said many doctors go with either or so he just did what anyone else would do,37,-626070784,female,0,hispanic,0,22,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
612,B,Drug.B,1,1,If both are good drugs for diabetes then the patient should be able to chose which one is best for them,87,-1357355139,female,0,white,1,44,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
613,B,Drug.B,2,1,He violates rights,18,1757408734,male,1,asian,0,32,0,postgraduate,1,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
614,B,Drug.B,2,1,I think he should offer both and see what the patient would prefer,27,-876687604,female,0,white,1,56,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
615,B,Drug.B,5,0,I think its great for a doctor to truly think about There patients more than just the money.,118,-408929911,male,1,white,1,35,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
616,B,Drug.B,5,0,I like better food,22,560591734,male,1,white,1,30,0,high_school,0,prefer_not_to_say,,1,SA&WC,0,0,0,1,fixed,LoToHi,,
617,B,Drug.B,3,0,Because he isn’t committing a crime. Every doctor has different ethics and will use different methids,24,-208977748,female,0,white,1,27,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
618,B,Drug.B,4,0,Based on the situation a deduction had to be made,21,-969378330,male,1,white,1,24,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
619,B,Drug.B,4,0,Idk,5,-1914260112,male,1,hispanic,0,26,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
620,B,Drug.B,5,0,Cause it’s not inappropriate,31,-348410782,male,1,white,1,18,0,high_school,0,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
621,B,Drug.B,1,1,Okay,79,-437795417,female,0,white,1,22,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
622,B,Drug.B,4,0,I think they know what's good,16,852398608,male,1,white,1,57,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
623,B,Drug.B,3,0,no,3,1918967192,male,1,multiracial,0,36,1,university,1,high_iii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
624,B,Drug.B,3,0,He used it as attended,35,-919262890,male,1,white,1,38,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
625,B,Drug.B,5,0,He’s the doctor and knows what he is doing,12,-699878453,female,0,white,1,23,0,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
626,B,Drug.B,5,0,Because both of the drugs worked so he made an appropriate choice,29,447792434,female,0,white,1,19,0,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
627,B,Drug.B,3,0,Cause i need money to pay thr rent,21,-1706973673,male,1,asian,0,21,0,middle_school,0,prefer_not_to_say,,1,SA&WC,0,0,0,1,fixed,LoToHi,,
628,B,Drug.B,4,0,People need meds give them what they need,20,-674905307,female,0,white,1,34,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
629,B,Drug.B,3,0,The doctor can change the medicine but patients should be able to choose what they want to take,58,-1434085872,female,0,black,0,43,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
630,B,Drug.B,5,0,He's trying to figure out what type of medicine is going to be best for his patients,26,-1616679064,male,1,hispanic,0,35,1,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
631,B,Drug.B,2,1,Becuase I don't believe in drugd,26,592515812,female,0,white,1,43,1,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
632,B,Drug.B,2,1,Okay,5,-401797905,male,1,asian,0,32,0,postgraduate,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
633,B,Drug.B,4,0,He wants to help his patients,13,970954472,male,1,asian,0,19,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
634,B,Drug.B,3,0,While he can prescribe either medication. Its his choice to whch one he wants to use. Keeping it simple he chooses B in which he must lime that particular script better.,158,-640714745,female,0,white,1,38,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
635,B,Drug.B,3,0,I don't know anything about drug a or b,27,1558737065,female,0,white,1,59,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
636,B,Drug.B,5,0,The dr has 2 options and he had to pick one,25,-195640274,female,0,hispanic,0,34,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
637,B,Drug.B,3,0,"He cares about his patients, and wants the best medicine for them, yet he doesn't read the ingredients of the medication",51,-967489547,female,0,hispanic,0,19,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
638,B,Drug.B,2,1,"If there are many options the doctor shouldn’t just be set on one. I would assume that the medications would have different side effects, etc. so a doctor shouldn’t be limited to one. One that works well for one may not work for the other person.",86,454986301,female,0,white,1,24,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
639,B,Drug.B,4,0,Both a and b help with the needs of the patient. Hopefully the doctor chose appropriately and it will benefit the patient.,62,-543829229,female,0,prefer_not_to_say,,25,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
640,B,Drug.B,1,1,Don't agree with drugs,8,-209694505,female,0,white,1,40,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
641,B,Drug.B,4,0,Exams evoth are valid hence B should be good too,22,-342858414,male,1,prefer_not_to_say,,32,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
642,B,Drug.B,5,0,Everythi g is in good order,17,-525161907,female,0,white,1,33,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
643,B,Drug.B,3,0,It's straight and to the point,30,642714070,male,1,asian,0,46,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
644,B,Drug.B,5,0,"Both drugs are similar in price, effectiveness, and side effects, so either would be a good choice",56,326206933,male,1,white,1,56,1,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
645,B,Drug.B,4,0,I think his findings are legitimate,19,-680060101,male,1,white,1,36,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
646,B,Drug.B,4,0,He's choosing a cheaper alternative for his patients,33,-634350946,male,1,hispanic,0,25,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
647,B,Drug.B,1,1,No,7,253428230,female,0,latino,0,19,0,postgraduate,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
648,B,Drug.B,4,0,Love you too baby girl and,4,-193904760,female,0,white,1,31,0,postgraduate,1,high_ii,1,1,SA&WC,0,0,0,1,fixed,LoToHi,,
649,B,Drug.B,4,0,I think he is right,9,-1913936758,female,0,white,1,35,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
650,B,Drug.B,2,1,Because both a and b can treat high blood pressure.,15,839745944,female,0,white,1,26,0,vocational_technical_college,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
651,B,Drug.B,4,0,It’s really necessary,12,283786117,female,0,asian,0,25,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
652,B,Drug.B,5,0,Because of it legal it's fine,22,-503923778,female,0,black,0,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
653,B,Drug.B,2,1,Self decision,21,1933158028,male,1,asian,0,38,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
654,B,Drug.B,3,0,Both A and B are prescription options.,14,1932212372,female,0,white,1,24,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
655,B,Drug.B,1,1,The patient should have a choice,33,214515885,female,0,white,1,56,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
656,B,Drug.B,1,1,Lying to people isn’t okay,10,1076977321,female,0,hispanic,0,26,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
657,B,Drug.B,4,0,Idk,15,-245785316,female,0,black,0,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
658,B,Drug.B,2,1,Hes disobeying the law.  You shouldnt mess with medication,30,-2036582292,male,1,white,1,40,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
659,B,Drug.B,5,0,Hes worried about his patients,16,-741623848,male,1,black,0,25,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
660,B,Drug.B,5,0,If they both are affordable and effective but that doctor just happens to like drug b more then that's fine,76,-840978749,female,0,white,1,37,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
661,B,Drug.B,5,0,"Because if drug A and drug B are very similar then it doesn't matter which one he prescribes, if it's what he feels would treat patient better",83,348222472,female,0,white,1,34,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
662,B,Drug.B,5,0,All doctors know the correct answers,106,-144941229,male,1,white,1,40,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
663,B,Drug.B,3,0,I am surely not but I can say that he is taking good decision...,60,2104786238,male,1,hispanic,0,31,0,postgraduate,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
664,B,Drug.B,3,0,I need more information.  Why did he chose B?  We're there any other reasons?,33,931133949,male,1,white,1,56,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
665,B,Drug.B,4,0,Seems he's only trying to help,18,1050320595,female,0,white,1,28,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
666,B,Drug.B,3,0,Because he’s trying to save his patients money and help them at the same time,23,-1553691988,female,0,black,0,31,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
667,B,Drug.B,2,1,I think logical,15,1743539582,male,1,white,1,46,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
668,B,Drug.B,4,0,Because is better,27,-2003366550,male,1,latino,0,40,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
669,B,Drug.B,4,0,Because it should work,15,2002776589,female,0,white,1,37,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
670,B,Drug.B,5,0,I think it’s fair to trust his judgement in this.,23,-1752502422,female,0,white,1,32,0,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
671,B,Drug.B,1,1,It is his right to say what he wants and state his opinion. He should be able to say what he wants freely in this country without judgment,27,-824268735,female,0,white,1,25,0,vocational_technical_college,0,lower_ii,0,1,SA&WC,0,0,1,0,fixed,LoToHi,,
672,B,Drug.B,3,0,Because the doctor should do what he thinks is beat,13,1639079797,female,0,white,1,24,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
673,B,Drug.B,5,0,"Because A and/or B provide the same results, therefore either one would be okay",52,-1876014696,male,1,white,1,26,0,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
674,B,Drug.B,4,0,Because both drugs cures high blood pressure,27,-248705531,male,1,prefer_not_to_say,,29,0,vocational_technical_college,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
675,B,Drug.B,4,0,I think it should be the same unless a patient can’t handle the other drug,41,-826114251,male,1,white,1,34,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
676,B,Drug.B,2,1,Well just because he thinks it's the best doesn't make it the best for the patient,48,1794506988,female,0,white,1,55,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
677,B,Drug.B,5,0,Very good,1,-1597025225,female,0,hispanic,0,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
678,B,Drug.B,5,0,If that’s what normal doctors prescribe their patients it seems most reasonable,33,2010074232,female,0,white,1,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
679,B,Drug.B,2,1,I do not agree with,118,-86079161,male,1,white,1,29,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
680,B,Drug.B,5,0,dr. jones is only trying to help his patients as best he can,16,-551971728,female,0,black,0,36,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
681,B,Drug.B,5,0,"It seems that both drugs are affordable and both do the same thing, so Dr. Jones has probably went by his patients personal needs and has decided on Medication B",72,705777062,female,0,white,1,55,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
682,B,Drug.B,5,0,There is nothing wrong with his behavior or his choice of which medication to prescribe.  The doctor did nothing wrong.,31,397966593,male,1,asian,0,34,1,postgraduate,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
683,B,Drug.B,3,0,he should see which option works for the individual patient and not just use one medication for all,34,-142506625,female,0,white,1,37,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
684,B,Drug.B,5,0,I just did,15,-882000103,male,1,prefer_not_to_say,,40,1,high_school,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
685,B,Drug.B,3,0,I have no idea why the patient cannot try to correct his high blood pressure without drugs - diet and exercise.,39,962645666,female,0,white,1,63,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
686,B,Drug.B,5,0,Both A and B are the same as far as I know.,27,366735449,female,0,white,1,50,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
687,B,Drug.B,3,0,Not enough information and should be person specific,13,-687826919,female,0,white,1,53,1,postgraduate,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
688,B,Drug.B,5,0,It was the best choice.,12,-285115916,female,0,white,1,24,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
689,B,Drug.B,1,1,He needs a,4,-1462190431,female,0,white,1,26,0,university,1,lower_ii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
690,B,Drug.B,5,0,Both are used and he selected the one he perfers to give to patients,49,-776024916,female,0,white,1,78,1,high_school,0,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
691,B,Drug.B,5,0,From what i understand both drugs work and effect people the same. Its no different so its appropriate either way.,55,2005774370,male,1,white,1,43,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
692,B,Drug.B,2,1,I do not know why doctors would prescribe one drug overdose another I was suspect there are reasons why they choose one over another I really have no idea maybe there are money give them back from the drug company maybe not I just don't know,275,-309054793,male,1,white,1,56,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
693,B,Drug.B,5,0,Because it is safe and affordable.,29,-435911203,female,0,white,1,44,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
694,B,Drug.B,2,1,Yes way,17,-1594468765,male,1,hispanic,0,34,1,vocational_technical_college,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
695,B,Drug.B,2,1,Because i dont like people knowing my personal information,29,-1680308797,female,0,white,1,20,0,high_school,0,lower_ii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
696,B,Drug.B,1,1,Cause option a is for high blood pressure not b,23,-823659741,female,0,white,1,33,0,high_school,0,lower_i,0,1,SA&WC,0,0,1,0,fixed,LoToHi,,
697,B,Drug.B,5,0,I picked that answer because it help people control their side effects,42,430145851,female,0,white,1,22,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
698,B,Drug.B,1,1,Because it all ways good to have someone that knows what they are doing,41,1719860648,male,1,white,1,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
699,B,Drug.B,4,0,Much good,0,-1212840010,male,1,white,1,24,0,university,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
700,B,Drug.B,1,1,because tobacco it's not healthy,22,-417858518,female,0,hispanic,0,22,0,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
701,B,Drug.B,5,0,"Doctors are highly trained and should be trusted. If medicine is not doing it's function, than alternatives are available, but you don't know til you try.",45,1296184418,female,0,white,1,26,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
702,B,Drug.B,3,0,Cause I feel it's not right,9,1113716767,female,0,white,1,32,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
703,B,Drug.B,4,0,It is his ethical decision what to prescribe but I don't like if he only uses one companies drugs for other reasons.,106,547492708,female,0,white,1,49,1,high_school,0,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
704,B,Drug.B,3,0,"Because if it works , then they can treat the different side affects",36,1550653242,female,0,white,1,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
